ID	SLNO	SALIST	SOURCE_CONCEPT	CONCEPTICON_ID	CONCEPTICON_NAME	FORM	TOKENS	BORROWED	TONES	SOURCE	PAGE	DOCULECT	SPEAKER	GLOTTOCODE	NOTES
6121	1531	smell..intransitive:to	stink, smell (bad)	1587	SMELL (STINK)	kə³¹ nuom²⁴ tʃuat⁵² ŋaʔ⁵² lə³¹ kɔ³¹	k ə ³¹ + n uo m ²⁴ + tʃ ua t ⁵² + ŋ a ʔ ⁵² + l ə ³¹ + k ɔ ³¹	0	31 24 52 52 31 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6122	1531	smell..intransitive:to	stink, smell (bad)	1587	SMELL (STINK)	kə²¹ nuom³⁵  tʃuat⁵² ŋaʔ⁵² lə²¹ kɔ²¹	k ə ²¹ + n uo m ³⁵ + + tʃ ua t ⁵² + ŋ a ʔ ⁵² + l ə ²¹ + k ɔ ²¹	0	21 35  52 52 21 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6123	1531	smell..intransitive:to	stink, smell (bad)	1587	SMELL (STINK)	kə³¹ nuom⁴⁴ tʃə³¹ ŋaʔ⁵² kɔ⁴⁴	k ə ³¹ + n uo m ⁴⁴ + tʃ ə ³¹ + ŋ a ʔ ⁵² + k ɔ ⁴⁴	0	31 44 31 52 44	nawsawu2016makyam	257	Santong	st1	maky1236	
6124	1531	smell..intransitive:to	stink, smell (bad)	1587	SMELL (STINK)	kə²¹ nuom⁴⁴ tʃə²¹ wet⁴⁴ ŋaʔ²¹ kɔ⁴⁴	k ə ²¹ + n uo m ⁴⁴ + tʃ ə ²¹ + w e t ⁴⁴ + ŋ a ʔ ²¹ + k ɔ ⁴⁴	0	21 44 21 44 21 44	nawsawu2016makyam	257	Santong	st2	maky1236	
6125	1532		(be) able (to)	972	BE ABLE	ty³³ jɔʔ³¹ kɔ⁴⁴	t y ³³ + j ɔ ʔ ³¹ + k ɔ ⁴⁴	0	33 31 44	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6126	1532		(be) able (to)	972	BE ABLE	ty³³ jɔʔ²¹ kɔ⁴⁴	t y ³³ + j ɔ ʔ ²¹ + k ɔ ⁴⁴	0	33 21 44	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6127	1532		(be) able (to)	972	BE ABLE	juat⁵² piʔ³¹	j ua t ⁵² + p i ʔ ³¹	0	52 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6128	1532		(be) able (to)	972	BE ABLE	juat⁴² piʔ²¹	j ua t ⁴² + p i ʔ ²¹	0	42 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6129	1533	strength	strength	2866	STRENGTH	ʔaŋ⁴⁴	ʔ a ŋ ⁴⁴	0	44	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6130	1533	strength	strength	2866	STRENGTH	ʔaŋ³³	ʔ a ŋ ³³	0	33	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6131	1533	strength	strength	2866	STRENGTH	ʔaŋ³³	ʔ a ŋ ³³	0	33	nawsawu2016makyam	257	Santong	st1	maky1236	
6132	1533	strength	strength	2866	STRENGTH	ʔaŋ³³	ʔ a ŋ ³³	0	33	nawsawu2016makyam	257	Santong	st2	maky1236	
6133	1534		(be) great, (be) powerful	3188	MIGHTY OR POWERFUL OR STRONG	tʃom³³ na³¹ ʃiak⁵² piʔ³¹	tʃ o m ³³ + n a ³¹ + ʃ ia k ⁵² + p i ʔ ³¹	0	33 31 52 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6134	1534		(be) great, (be) powerful	3188	MIGHTY OR POWERFUL OR STRONG	tʃuam³³ na²¹ ʃiak⁵² piʔ²¹	tʃ ua m ³³ + n a ²¹ + ʃ ia k ⁵² + p i ʔ ²¹	0	33 21 52 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6135	1534		(be) great, (be) powerful	3188	MIGHTY OR POWERFUL OR STRONG	tʰiɛ³³ piʔ⁵² luan⁴⁴ piʔ⁵²	tʰ iɛ ³³ + p i ʔ ⁵² + l ua n ⁴⁴ + p i ʔ ⁵²	0	33 52 44 52	nawsawu2016makyam	257	Santong	st1	maky1236	
6136	1534		(be) great, (be) powerful	3188	MIGHTY OR POWERFUL OR STRONG	tʰiɛ³³ piʔ⁴² luan⁴⁴ piʔ⁴²	tʰ iɛ ³³ + p i ʔ ⁴² + l ua n ⁴⁴ + p i ʔ ⁴²	0	33 42 44 42	nawsawu2016makyam	257	Santong	st2	maky1236	
6137	1535		splendour, glory	3964	SPLENDOR	hu³³ kə³³ ʔaŋ³³	h u ³³ + k ə ³³ + ʔ a ŋ ³³	0	33 33 33	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6138	1535		splendour, glory	3964	SPLENDOR	hu²¹ kə³³ ʔaŋ³³	h u ²¹ + k ə ³³ + ʔ a ŋ ³³	0	21 33 33	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6139	1535		splendour, glory	3964	SPLENDOR	tʃa⁴⁴ tiɛ³³ sat³¹ tiɛʔ³³ piʔ⁵²	tʃ a ⁴⁴ + t iɛ ³³ + s a t ³¹ + t iɛ ʔ ³³ + p i ʔ ⁵²	0	44 33 31 33 52	nawsawu2016makyam	257	Santong	st1	maky1236	
6140	1535		splendour, glory	3964	SPLENDOR	tʃa³³ tiɛʔ²¹ sat²¹ tiɛʔ²¹ piʔ⁴²	tʃ a ³³ + t iɛ ʔ ²¹ + s a t ²¹ + t iɛ ʔ ²¹ + p i ʔ ⁴²	0	33 21 21 21 42	nawsawu2016makyam	257	Santong	st2	maky1236	
6141	1536		truth	4292	TRUTH	tʃaʔ³³ tiɛ³¹ piʔ³³ tɔʔ³¹ piʔ³¹	tʃ a ʔ ³³ + t iɛ ³¹ + p i ʔ ³³ + t ɔ ʔ ³¹ + p i ʔ ³¹	0	33 31 33 31 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6142	1536		truth	4292	TRUTH	tʃaʔ³³ tiɛ³⁵  piʔ³³ tɔʔ²¹ piʔ²¹	tʃ a ʔ ³³ + t iɛ ³⁵ + + p i ʔ ³³ + t ɔ ʔ ²¹ + p i ʔ ²¹	0	33 35  33 21 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6143	1536		truth	4292	TRUTH	man³³ piʔ⁵² tʰa³³ piʔ⁵²	m a n ³³ + p i ʔ ⁵² + tʰ a ³³ + p i ʔ ⁵²	0	33 52 33 52	nawsawu2016makyam	257	Santong	st1	maky1236	
6144	1536		truth	4292	TRUTH	man³³ piʔ⁴² tʰa³³ piʔ⁴²	m a n ³³ + p i ʔ ⁴² + tʰ a ³³ + p i ʔ ⁴²	0	33 42 33 42	nawsawu2016makyam	257	Santong	st2	maky1236	
6145	1537	beautiful:to.be	(be) beautiful	1427	BEAUTIFUL	tʃa³³ lə³¹ kɔ³³	tʃ a ³³ + l ə ³¹ + k ɔ ³³	0	33 31 33	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6146	1537	beautiful:to.be	(be) beautiful	1427	BEAUTIFUL	tʃa³³ lə²¹ kɔ³³	tʃ a ³³ + l ə ²¹ + k ɔ ³³	0	33 21 33	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6147	1537	beautiful:to.be	(be) beautiful	1427	BEAUTIFUL	tʃa³³ kɔ³¹	tʃ a ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6148	1537	beautiful:to.be	(be) beautiful	1427	BEAUTIFUL	tʃa³³ kɔ²¹	tʃ a ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6149	1538		handsome	3814	HANDSOME	tʃa³³ laʔ³¹ kɔ³³	tʃ a ³³ + l a ʔ ³¹ + k ɔ ³³	0	33 31 33	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6150	1538		handsome	3814	HANDSOME	tʃa³³ lə²¹ kɔ³³	tʃ a ³³ + l ə ²¹ + k ɔ ³³	0	33 21 33	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6151	1538		handsome	3814	HANDSOME	tʃa³³ kɔ³¹	tʃ a ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6152	1538		handsome	3814	HANDSOME	tʃa³³ kɔ²¹	tʃ a ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6153	1539	ugly:to.be	(be) ugly	1548	UGLY	tʃuet⁵² ŋaʔ⁵² piʔ³¹	tʃ ue t ⁵² + ŋ a ʔ ⁵² + p i ʔ ³¹	0	52 52 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6154	1539	ugly:to.be	(be) ugly	1548	UGLY	tʃuet⁵² ŋaʔ⁵² piʔ²¹	tʃ ue t ⁵² + ŋ a ʔ ⁵² + p i ʔ ²¹	0	52 52 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6155	1539	ugly:to.be	(be) ugly	1548	UGLY	tʃu⁵² ŋaʔ³¹ kɔ⁴⁴	tʃ u ⁵² + ŋ a ʔ ³¹ + k ɔ ⁴⁴	0	52 31 44	nawsawu2016makyam	257	Santong	st1	maky1236	
6156	1539	ugly:to.be	(be) ugly	1548	UGLY	tʃu⁵² wet⁴² ŋaʔ²¹ kɔ⁴⁴	tʃ u ⁵² + w e t ⁴² + ŋ a ʔ ²¹ + k ɔ ⁴⁴	0	52 42 21 44	nawsawu2016makyam	257	Santong	st2	maky1236	
6157	1540	clean..pure:to.be	(be) clean	704	CLEAN	θin³¹ liɛ³³ piʔ³¹ piʔ³¹	θ i n ³¹ + l iɛ ³³ + p i ʔ ³¹ + p i ʔ ³¹	0	31 33 31 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6158	1540	clean..pure:to.be	(be) clean	704	CLEAN	θin²¹ liɛ⁴⁴ piʔ³³ piʔ²¹	θ i n ²¹ + l iɛ ⁴⁴ + p i ʔ ³³ + p i ʔ ²¹	0	21 44 33 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6159	1540	clean..pure:to.be	(be) clean	704	CLEAN	θin³³ rea⁴⁴ kɔ³¹	θ i n ³³ + r ea ⁴⁴ + k ɔ ³¹	0	33 44 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6160	1540	clean..pure:to.be	(be) clean	704	CLEAN	θin³³ rea⁴⁴ kɔ²¹	θ i n ³³ + r ea ⁴⁴ + k ɔ ²¹	0	33 44 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6161	1541		(be) important	1285	IMPORTANT	tʰap³¹ la⁵² piʔ³¹ tiɛʔ⁵² lə³¹ kɔ³¹	tʰ a p ³¹ + l a ⁵² + p i ʔ ³¹ + t iɛ ʔ ⁵² + l ə ³¹ + k ɔ ³¹	0	31 52 31 52 31 31	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6162	1541		(be) important	1285	IMPORTANT	tʰap⁵² la⁴⁴ piʔ²¹ θiɛʔ⁵² lə²¹ kɔ²¹	tʰ a p ⁵² + l a ⁴⁴ + p i ʔ ²¹ + θ iɛ ʔ ⁵² + l ə ²¹ + k ɔ ²¹	0	52 44 21 52 21 21	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6163	1541		(be) important	1285	IMPORTANT	ɲin⁵² tʰiɛ³³ lə⁴⁴ kɔ³¹	ɲ i n ⁵² + tʰ iɛ ³³ + l ə ⁴⁴ + k ɔ ³¹	0	52 33 44 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6164	1541		(be) important	1285	IMPORTANT	ɲin⁴² tʰiɛ³³ lə²¹ kɔ²¹	ɲ i n ⁴² + tʰ iɛ ³³ + l ə ²¹ + k ɔ ²¹	0	42 33 21 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6165	1542		(be) amusing, funny	-	-	lə³¹ tu⁴⁴ ni⁴⁴ miɛ³³ lə³¹ kɔ³³	l ə ³¹ + t u ⁴⁴ + n i ⁴⁴ + m iɛ ³³ + l ə ³¹ + k ɔ ³³	0	31 44 44 33 31 33	nawsawu2016makyam	257	Khalai	kl1	maky1236	
6166	1542		(be) amusing, funny	-	-	lə²¹ tu⁴⁴ ni⁴⁴ miɛ³³ lə²¹ kɔ³³	l ə ²¹ + t u ⁴⁴ + n i ⁴⁴ + m iɛ ³³ + l ə ²¹ + k ɔ ³³	0	21 44 44 33 21 33	nawsawu2016makyam	257	Khalai	kl2	maky1236	
6167	1542		(be) amusing, funny	-	-	ni⁴⁴ mia³³ lə³¹ kɔ³¹	n i ⁴⁴ + m ia ³³ + l ə ³¹ + k ɔ ³¹	0	44 33 31 31	nawsawu2016makyam	257	Santong	st1	maky1236	
6168	1542		(be) amusing, funny	-	-	ni⁴⁴ mia³³ lə²¹ kɔ²¹	n i ⁴⁴ + m ia ³³ + l ə ²¹ + k ɔ ²¹	0	44 33 21 21	nawsawu2016makyam	257	Santong	st2	maky1236	
6169	1543	0011.:eleven	eleven (11)	1706	ELEVEN	sap⁴⁴ kə⁴⁴ kʰuat⁵²	s a p ⁴⁴ + k ə ⁴⁴ + kʰ ua t ⁵²	0	44 44 52	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6170	1543	0011.:eleven	eleven (11)	1706	ELEVEN	ʃap⁴⁴ kə⁴⁴ kʰuat⁵²	ʃ a p ⁴⁴ + k ə ⁴⁴ + kʰ ua t ⁵²	0	44 44 52	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6171	1543	0011.:eleven	eleven (11)	1706	ELEVEN	sɔk⁵² kim⁵² kʰuat⁵²	s ɔ k ⁵² + k i m ⁵² + kʰ ua t ⁵²	0	52 52 52	nawsawu2016makyam	258	Santong	st1	maky1236	
6172	1543	0011.:eleven	eleven (11)	1706	ELEVEN	sap⁴² kim⁴² kʰuat⁴⁴	s a p ⁴² + k i m ⁴² + kʰ ua t ⁴⁴	0	42 42 44	nawsawu2016makyam	258	Santong	st2	maky1236	
6173	1544	0012.:twelve	twelve (12)	1707	TWELVE	sap⁴⁴ kə⁴⁴ nat⁵²	s a p ⁴⁴ + k ə ⁴⁴ + n a t ⁵²	0	44 44 52	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6174	1544	0012.:twelve	twelve (12)	1707	TWELVE	ʃap⁴⁴ kə⁴⁴ nat⁵²	ʃ a p ⁴⁴ + k ə ⁴⁴ + n a t ⁵²	0	44 44 52	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6175	1544	0012.:twelve	twelve (12)	1707	TWELVE	sɔk⁵² kim⁵² nat⁴⁴	s ɔ k ⁵² + k i m ⁵² + n a t ⁴⁴	0	52 52 44	nawsawu2016makyam	258	Santong	st1	maky1236	
6176	1544	0012.:twelve	twelve (12)	1707	TWELVE	sap⁴² kin⁴² nat⁴⁴	s a p ⁴² + k i n ⁴² + n a t ⁴⁴	0	42 42 44	nawsawu2016makyam	258	Santong	st2	maky1236	
6177	1545	0013.:thirteen	thirteen (13)	1708	THIRTEEN	sap⁴⁴ kə⁴⁴ θam³³	s a p ⁴⁴ + k ə ⁴⁴ + θ a m ³³	0	44 44 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6178	1545	0013.:thirteen	thirteen (13)	1708	THIRTEEN	ʃap⁴⁴ kə⁴⁴ θam³³	ʃ a p ⁴⁴ + k ə ⁴⁴ + θ a m ³³	0	44 44 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6179	1545	0013.:thirteen	thirteen (13)	1708	THIRTEEN	sɔk⁵² kin⁵² θam³³	s ɔ k ⁵² + k i n ⁵² + θ a m ³³	0	52 52 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6180	1545	0013.:thirteen	thirteen (13)	1708	THIRTEEN	sap⁴² kin⁴² θam³³	s a p ⁴² + k i n ⁴² + θ a m ³³	0	42 42 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6181	1546	0014.:fourteen	fourteen (14)	2451	FOURTEEN	sap⁴⁴ kə⁴⁴ pʰəli³³	s a p ⁴⁴ + k ə ⁴⁴ + pʰ ə l i ³³	0	44 44 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6182	1546	0014.:fourteen	fourteen (14)	2451	FOURTEEN	ʃap⁴⁴ kə⁴⁴ pʰə²¹ li³³	ʃ a p ⁴⁴ + k ə ⁴⁴ + pʰ ə ²¹ + l i ³³	0	44 44 21 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6183	1546	0014.:fourteen	fourteen (14)	2451	FOURTEEN	sɔk⁵² kim⁵² pʰə³¹ li³³	s ɔ k ⁵² + k i m ⁵² + pʰ ə ³¹ + l i ³³	0	52 52 31 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6184	1546	0014.:fourteen	fourteen (14)	2451	FOURTEEN	sap⁴² kin⁴² pʰə²¹ li³³	s a p ⁴² + k i n ⁴² + pʰ ə ²¹ + l i ³³	0	42 42 21 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6185	1547	0015.:fifteen	fifteen (15)	1709	FIFTEEN	sap⁴⁴ kə⁴⁴ pʰə³¹ ŋa³³	s a p ⁴⁴ + k ə ⁴⁴ + pʰ ə ³¹ + ŋ a ³³	0	44 44 31 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6186	1547	0015.:fifteen	fifteen (15)	1709	FIFTEEN	ʃap⁴⁴ kə⁴⁴ pʰə²¹ ŋa³³	ʃ a p ⁴⁴ + k ə ⁴⁴ + pʰ ə ²¹ + ŋ a ³³	0	44 44 21 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6187	1547	0015.:fifteen	fifteen (15)	1709	FIFTEEN	sɔk⁵² kim⁵² pʰə³¹ ŋa³³	s ɔ k ⁵² + k i m ⁵² + pʰ ə ³¹ + ŋ a ³³	0	52 52 31 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6188	1547	0015.:fifteen	fifteen (15)	1709	FIFTEEN	sap⁴² kin⁴² pʰə²¹ ŋa³³	s a p ⁴² + k i n ⁴² + pʰ ə ²¹ + ŋ a ³³	0	42 42 21 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6189	1548	0016.:sixteen	sixteen (16)	2454	SIXTEEN	sap⁴⁴ kə⁴⁴ kʰə³¹ zɔk³¹	s a p ⁴⁴ + k ə ⁴⁴ + kʰ ə ³¹ + z ɔ k ³¹	0	44 44 31 31	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6190	1548	0016.:sixteen	sixteen (16)	2454	SIXTEEN	ʃap⁴⁴ kə⁴⁴ kʰə²¹ zɔk²¹	ʃ a p ⁴⁴ + k ə ⁴⁴ + kʰ ə ²¹ + z ɔ k ²¹	0	44 44 21 21	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6191	1548	0016.:sixteen	sixteen (16)	2454	SIXTEEN	sɔk⁵² kin⁵² kʰə³¹ rɔk³¹	s ɔ k ⁵² + k i n ⁵² + kʰ ə ³¹ + r ɔ k ³¹	0	52 52 31 31	nawsawu2016makyam	258	Santong	st1	maky1236	
6192	1548	0016.:sixteen	sixteen (16)	2454	SIXTEEN	sap⁴² kin⁴² kʰə²¹ rɔk²¹	s a p ⁴² + k i n ⁴² + kʰ ə ²¹ + r ɔ k ²¹	0	42 42 21 21	nawsawu2016makyam	258	Santong	st2	maky1236	
6193	1549	0017.:seventeen	seventeen (17)	2453	SEVENTEEN	sap⁴⁴ kə⁴⁴ kʰə³¹ ɲɛk³¹	s a p ⁴⁴ + k ə ⁴⁴ + kʰ ə ³¹ + ɲ ɛ k ³¹	0	44 44 31 31	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6194	1549	0017.:seventeen	seventeen (17)	2453	SEVENTEEN	ʃap⁴⁴ kə⁴⁴ kʰə²¹ ɲɛk²¹	ʃ a p ⁴⁴ + k ə ⁴⁴ + kʰ ə ²¹ + ɲ ɛ k ²¹	0	44 44 21 21	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6195	1549	0017.:seventeen	seventeen (17)	2453	SEVENTEEN	sɔk⁵² kin⁵² kʰə³¹ ɲek³¹	s ɔ k ⁵² + k i n ⁵² + kʰ ə ³¹ + ɲ e k ³¹	0	52 52 31 31	nawsawu2016makyam	258	Santong	st1	maky1236	
6196	1549	0017.:seventeen	seventeen (17)	2453	SEVENTEEN	sap⁴² kin⁴² kʰə²¹ ɲek²¹	s a p ⁴² + k i n ⁴² + kʰ ə ²¹ + ɲ e k ²¹	0	42 42 21 21	nawsawu2016makyam	258	Santong	st2	maky1236	
6197	1550	0018.:eighteen	eighteen (18)	1713	EIGHTEEN	sap⁴⁴ kə⁴⁴ tʰə³¹ wat³¹	s a p ⁴⁴ + k ə ⁴⁴ + tʰ ə ³¹ + w a t ³¹	0	44 44 31 31	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6198	1550	0018.:eighteen	eighteen (18)	1713	EIGHTEEN	ʃap⁴⁴ kə⁴⁴ tʰə²¹ wat²¹	ʃ a p ⁴⁴ + k ə ⁴⁴ + tʰ ə ²¹ + w a t ²¹	0	44 44 21 21	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6199	1550	0018.:eighteen	eighteen (18)	1713	EIGHTEEN	sɔk⁵² kin⁵² tʰə³¹ wat³¹	s ɔ k ⁵² + k i n ⁵² + tʰ ə ³¹ + w a t ³¹	0	52 52 31 31	nawsawu2016makyam	258	Santong	st1	maky1236	
6200	1550	0018.:eighteen	eighteen (18)	1713	EIGHTEEN	sap⁴² kin⁴² tʰə²¹ wat²¹	s a p ⁴² + k i n ⁴² + tʰ ə ²¹ + w a t ²¹	0	42 42 21 21	nawsawu2016makyam	258	Santong	st2	maky1236	
6201	1551	0019.:nineteen	nineteen (19)	1714	NINETEEN	kʰy³³ man⁴⁴ kʰuan⁴⁴ pɔŋ³¹	kʰ y ³³ + m a n ⁴⁴ + kʰ ua n ⁴⁴ + p ɔ ŋ ³¹	0	33 44 44 31	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6202	1551	0019.:nineteen	nineteen (19)	1714	NINETEEN	kʰy³³ man⁴⁴ kʰuan⁴⁴ pɔŋ²¹	kʰ y ³³ + m a n ⁴⁴ + kʰ ua n ⁴⁴ + p ɔ ŋ ²¹	0	33 44 44 21	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6203	1551	0019.:nineteen	nineteen (19)	1714	NINETEEN	kʰy³³ mi⁴⁴ kʰuan²⁴ pɔŋ³³	kʰ y ³³ + m i ⁴⁴ + kʰ ua n ²⁴ + p ɔ ŋ ³³	0	33 44 24 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6204	1551	0019.:nineteen	nineteen (19)	1714	NINETEEN	kʰy³³ mi⁴⁴ kʰuan³⁵ pɔŋ³³	kʰ y ³³ + m i ⁴⁴ + kʰ ua n ³⁵ + p ɔ ŋ ³³	0	33 44 35 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6205	1552		twenty-one (21)	1734	TWENTY ONE	kʰy³³ kə⁴⁴ kʰuat⁵²	kʰ y ³³ + k ə ⁴⁴ + kʰ ua t ⁵²	0	33 44 52	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6206	1552		twenty-one (21)	1734	TWENTY ONE	kʰy³³ kə⁴⁴ kʰuat⁵²	kʰ y ³³ + k ə ⁴⁴ + kʰ ua t ⁵²	0	33 44 52	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6207	1552		twenty-one (21)	1734	TWENTY ONE	kʰy³³ kin⁵² kʰuat⁵²	kʰ y ³³ + k i n ⁵² + kʰ ua t ⁵²	0	33 52 52	nawsawu2016makyam	258	Santong	st1	maky1236	
6208	1552		twenty-one (21)	1734	TWENTY ONE	kʰy³³ kin⁴² kʰuat⁴²	kʰ y ³³ + k i n ⁴² + kʰ ua t ⁴²	0	33 42 42	nawsawu2016makyam	258	Santong	st2	maky1236	
6209	1553		twenty-two (22)	3166	TWENTY TWO	khy³³ kə⁴⁴ nat⁵²	k h y ³³ + k ə ⁴⁴ + n a t ⁵²	0	33 44 52	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6210	1553		twenty-two (22)	3166	TWENTY TWO	kʰy³³ kə⁴⁴ nat⁵²	kʰ y ³³ + k ə ⁴⁴ + n a t ⁵²	0	33 44 52	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6211	1553		twenty-two (22)	3166	TWENTY TWO	kʰy³³ kin⁵² nat⁵²	kʰ y ³³ + k i n ⁵² + n a t ⁵²	0	33 52 52	nawsawu2016makyam	258	Santong	st1	maky1236	
6212	1553		twenty-two (22)	3166	TWENTY TWO	kʰy³³ kin⁴² nat⁴²	kʰ y ³³ + k i n ⁴² + n a t ⁴²	0	33 42 42	nawsawu2016makyam	258	Santong	st2	maky1236	
6213	1554		twenty-three (23)	3165	TWENTY THREE	kʰy³³ kə⁴⁴ θam³³	kʰ y ³³ + k ə ⁴⁴ + θ a m ³³	0	33 44 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6214	1554		twenty-three (23)	3165	TWENTY THREE	kʰy³³ kə⁴⁴ θam³³	kʰ y ³³ + k ə ⁴⁴ + θ a m ³³	0	33 44 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6215	1554		twenty-three (23)	3165	TWENTY THREE	kʰy³³ kin⁵² θam³³	kʰ y ³³ + k i n ⁵² + θ a m ³³	0	33 52 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6216	1554		twenty-three (23)	3165	TWENTY THREE	kʰy³³ kin⁴² θam³³	kʰ y ³³ + k i n ⁴² + θ a m ³³	0	33 42 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6217	1555		twenty-four (24)	1736	TWENTY FOUR	kʰy³³ kə⁴⁴ pʰali³³	kʰ y ³³ + k ə ⁴⁴ + pʰ a l i ³³	0	33 44 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6218	1555		twenty-four (24)	1736	TWENTY FOUR	kʰy³³ kə⁴⁴ pʰə²¹ li³³	kʰ y ³³ + k ə ⁴⁴ + pʰ ə ²¹ + l i ³³	0	33 44 21 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6219	1555		twenty-four (24)	1736	TWENTY FOUR	kʰy³³ kim⁵² pʰə³¹ li³³	kʰ y ³³ + k i m ⁵² + pʰ ə ³¹ + l i ³³	0	33 52 31 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6220	1555		twenty-four (24)	1736	TWENTY FOUR	kʰy³³ kin⁴² pʰə²¹ li³³	kʰ y ³³ + k i n ⁴² + pʰ ə ²¹ + l i ³³	0	33 42 21 33	nawsawu2016makyam	258	Santong	st2	maky1236	
6221	1556		twenty-five (25)	1738	TWENTY FIVE	kʰy³³ kə⁴⁴ pʰəŋa³³	kʰ y ³³ + k ə ⁴⁴ + pʰ ə ŋ a ³³	0	33 44 33	nawsawu2016makyam	258	Khalai	kl1	maky1236	
6222	1556		twenty-five (25)	1738	TWENTY FIVE	kʰy³³ kə⁴⁴ pʰə³³ ŋa³³	kʰ y ³³ + k ə ⁴⁴ + pʰ ə ³³ + ŋ a ³³	0	33 44 33 33	nawsawu2016makyam	258	Khalai	kl2	maky1236	
6223	1556		twenty-five (25)	1738	TWENTY FIVE	kʰy³³ kim⁵² pʰə³¹ ŋa³³	kʰ y ³³ + k i m ⁵² + pʰ ə ³¹ + ŋ a ³³	0	33 52 31 33	nawsawu2016makyam	258	Santong	st1	maky1236	
6224	1556		twenty-five (25)	1738	TWENTY FIVE	kʰy³³ kin⁴² pʰə²¹ ŋa³³	kʰ y ³³ + k i n ⁴² + pʰ ə ²¹ + ŋ a ³³	0	33 42 21 33	nawsawu2016makyam	258	Santong	st2	maky1236	
