ID	SLNO	SALIST	SOURCE_CONCEPT	CONCEPTICON_ID	CONCEPTICON_NAME	FORM	TOKENS	BORROWED	TONES	SOURCE	PAGE	DOCULECT	SPEAKER	GLOTTOCODE	NOTES
1251	313		to come	3277	TO COME	lit⁵² kɔ⁴⁴	l i t ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1252	313		to come	3277	TO COME	lit²¹ kɔ⁴⁴	l i t ²¹ + k ɔ ⁴⁴	0	21 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1253	314		to return	-	-	veiŋ⁵² huan⁴⁴	v ei ŋ ⁵² + h ua n ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1254	314		to return	-	-	veiŋ⁵² huan⁴⁴	v ei ŋ ⁵² + h ua n ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1255	314		to return	-	-	vaiŋ³³ kɔ³¹	v ai ŋ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	175	Santong	st1	maky1236	
1256	314		to return	-	-	vaiŋ³³ kɔ²¹	v ai ŋ ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	175	Santong	st2	maky1236	
1257	315		to run	3939	TO RUN	leik⁴⁴ huan⁴⁴	l ei k ⁴⁴ + h ua n ⁴⁴	0	44 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1258	315		to run	3939	TO RUN	leik⁵² huan⁴⁴	l ei k ⁵² + h ua n ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1259	315		to run	3939	TO RUN	lek⁵² kɔ⁴⁴	l e k ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1260	315		to run	3939	TO RUN	lek⁴² kɔ⁴⁴	l e k ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1261	316	ascend..move.up:to	to ascend	705	GO UP (ASCEND)	kuat⁴⁴ huan³¹	k ua t ⁴⁴ + h ua n ³¹	0	44 31	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1262	316	ascend..move.up:to	to ascend	705	GO UP (ASCEND)	kuat⁴⁴ huan³¹	k ua t ⁴⁴ + h ua n ³¹	0	44 31	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1263	316	ascend..move.up:to	to ascend	705	GO UP (ASCEND)	tʰeik³¹ kɔ⁴⁴	tʰ ei k ³¹ + k ɔ ⁴⁴	0	31 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1264	316	ascend..move.up:to	to ascend	705	GO UP (ASCEND)	tʰeik²¹ kɔ⁴⁴	tʰ ei k ²¹ + k ɔ ⁴⁴	0	21 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1265	317	descend..move.down:to	to descend	2014	GO DOWN (DESCEND)	kʰə³¹ zy³¹ huan⁴⁴	kʰ ə ³¹ + z y ³¹ + h ua n ⁴⁴	0	31 31 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1266	317	descend..move.down:to	to descend	2014	GO DOWN (DESCEND)	kʰə²¹ zy²¹ huan⁴⁴	kʰ ə ²¹ + z y ²¹ + h ua n ⁴⁴	0	21 21 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1267	317	descend..move.down:to	to descend	2014	GO DOWN (DESCEND)	kʰə³¹ rat³¹ kɔ⁴⁴	kʰ ə ³¹ + r a t ³¹ + k ɔ ⁴⁴	0	31 31 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1268	317	descend..move.down:to	to descend	2014	GO DOWN (DESCEND)	kʰə²¹ rat²¹ kɔ⁴⁴	kʰ ə ²¹ + r a t ²¹ + k ɔ ⁴⁴	0	21 21 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1269	318	enter:to	to enter (house)	749	ENTER	kuat⁵² huan³¹	k ua t ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1270	318	enter:to	to enter (house)	749	ENTER	kuat⁵² huan²¹	k ua t ⁵² + h ua n ²¹	0	52 21	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1271	318	enter:to	to enter (house)	749	ENTER	kuat³¹ kɔ⁴⁴	k ua t ³¹ + k ɔ ⁴⁴	0	31 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1272	318	enter:to	to enter (house)	749	ENTER	kuat²¹ kɔ⁴⁴	k ua t ²¹ + k ɔ ⁴⁴	0	21 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1273	319	go.out..exit:to	to go out/exit (house)	1107	GO OUT	tʰeik⁵² huan³¹	tʰ ei k ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1274	319	go.out..exit:to	to go out/exit (house)	1107	GO OUT	tʰeik⁵² huan²¹	tʰ ei k ⁵² + h ua n ²¹	0	52 21	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1275	319	go.out..exit:to	to go out/exit (house)	1107	GO OUT	tʰeik⁵² kɔ⁴⁴	tʰ ei k ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1276	319	go.out..exit:to	to go out/exit (house)	1107	GO OUT	tʰeik²¹ kɔ⁴⁴	tʰ ei k ²¹ + k ɔ ⁴⁴	0	21 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1277	320		to push	3861	TO PUSH	tʰø³³ kɔ⁴⁴	tʰ ø ³³ + k ɔ ⁴⁴	0	ø33 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1278	320		to push	3861	TO PUSH	tʰø³³ kɔ⁴⁴	tʰ ø ³³ + k ɔ ⁴⁴	0	ø33 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1279	320		to push	3861	TO PUSH	tʰy³³ kɔ⁴⁴	tʰ y ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1280	320		to push	3861	TO PUSH	tʰy³³ kɔ⁴⁴	tʰ y ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1281	321	pull:to	to pull	1455	PULL	pʰuat⁵² kɔ⁴⁴	pʰ ua t ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1282	321	pull:to	to pull	1455	PULL	pʰuat⁵² kɔ⁴⁴	pʰ ua t ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1283	321	pull:to	to pull	1455	PULL	pʰuat⁵² kɔ⁴⁴	pʰ ua t ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1284	321	pull:to	to pull	1455	PULL	pʰuat⁴² kɔ⁴⁴	pʰ ua t ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1285	322		to kick	3656	TO KICK	tʰɔŋ³³ kɔ³¹	tʰ ɔ ŋ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1286	322		to kick	3656	TO KICK	tʰɔŋ³³ kɔ⁴⁴	tʰ ɔ ŋ ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1287	322		to kick	3656	TO KICK	tʰoŋ³³ kɔ³¹	tʰ o ŋ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	175	Santong	st1	maky1236	
1288	322		to kick	3656	TO KICK	tʰoŋ³³ kɔ²¹	tʰ o ŋ ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	175	Santong	st2	maky1236	
1289	323		to throw	4134	TO THROW	kʰap⁵² kɔ⁴⁴	kʰ a p ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl1	maky1236	
1290	323		to throw	4134	TO THROW	kʰap⁵² kɔ⁴⁴	kʰ a p ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Khalai	kl2	maky1236	
1291	323		to throw	4134	TO THROW	kʰap⁵² kɔ⁴⁴	kʰ a p ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	175	Santong	st1	maky1236	
1292	323		to throw	4134	TO THROW	kʰap⁴² kɔ⁴⁴	kʰ a p ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	175	Santong	st2	maky1236	
1293	324	fall..of.objects:to	to fall (from a height)	1280	FALL	ta³³ huan⁴⁴	t a ³³ + h ua n ⁴⁴	0	33 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1294	324	fall..of.objects:to	to fall (from a height)	1280	FALL	ta³³ huan⁴⁴	t a ³³ + h ua n ⁴⁴	0	33 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1295	324	fall..of.objects:to	to fall (from a height)	1280	FALL	ta³³ kɔ⁴⁴	t a ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1296	324	fall..of.objects:to	to fall (from a height)	1280	FALL	ta³³ kɔ⁴⁴	t a ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1297	325		to swim	4100	TO SWIM	tʰi⁴⁴ kʰit³¹ kɔ⁴⁴	tʰ i ⁴⁴ + kʰ i t ³¹ + k ɔ ⁴⁴	0	44 31 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1298	325		to swim	4100	TO SWIM	tʰi⁵² kʰit²¹ kɔ⁴⁴	tʰ i ⁵² + kʰ i t ²¹ + k ɔ ⁴⁴	0	52 21 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1299	325		to swim	4100	TO SWIM	tʰi⁴⁴ ʒy³³ kɔ⁴⁴	tʰ i ⁴⁴ + ʒ y ³³ + k ɔ ⁴⁴	0	44 33 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1300	325		to swim	4100	TO SWIM	tʰi⁴⁴ ʒy³³ kɔ⁴⁴	tʰ i ⁴⁴ + ʒ y ³³ + k ɔ ⁴⁴	0	44 33 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1301	326		to float	3475	TO FLOAT	tʰi³³ ʃu³¹ tʃi⁴⁴	tʰ i ³³ + ʃ u ³¹ + tʃ i ⁴⁴	0	33 31 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1302	326		to float	3475	TO FLOAT	tʰi³³ ʃu³¹ tʃi⁴⁴	tʰ i ³³ + ʃ u ³¹ + tʃ i ⁴⁴	0	33 31 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1303	326		to float	3475	TO FLOAT	pʰeiŋ⁴⁴ kʰa³³ kɔ³³	pʰ ei ŋ ⁴⁴ + kʰ a ³³ + k ɔ ³³	0	44 33 33	nawsawu2016makyam	176	Santong	st1	maky1236	
1304	326		to float	3475	TO FLOAT	pʰeiŋ⁴⁴ kʰa³³ kɔ³³	pʰ ei ŋ ⁴⁴ + kʰ a ³³ + k ɔ ³³	0	44 33 33	nawsawu2016makyam	176	Santong	st2	maky1236	
1305	327		to submerge something	-	-	tʰi⁴⁴ θɔk⁵² kɔ⁴⁴	tʰ i ⁴⁴ + θ ɔ k ⁵² + k ɔ ⁴⁴	0	44 52 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1306	327		to submerge something	-	-	tʰi³³ θɔk⁵² kɔ⁴⁴	tʰ i ³³ + θ ɔ k ⁵² + k ɔ ⁴⁴	0	33 52 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1307	327		to submerge something	-	-	tʰi³³ tʃə³¹ maʔ⁵² kɔ³¹	tʰ i ³³ + tʃ ə ³¹ + m a ʔ ⁵² + k ɔ ³¹	0	33 31 52 31	nawsawu2016makyam	176	Santong	st1	maky1236	
1308	327		to submerge something	-	-	tʰi³³ tʃə²¹ maʔ⁴² kɔ²¹	tʰ i ³³ + tʃ ə ²¹ + m a ʔ ⁴² + k ɔ ²¹	0	33 21 42 21	nawsawu2016makyam	176	Santong	st2	maky1236	
1309	328	flow..of.water:to	to flow (river)	2003	FLOW	tʰi⁵² pʰeiŋ³³ huan⁴⁴	tʰ i ⁵² + pʰ ei ŋ ³³ + h ua n ⁴⁴	0	52 33 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1310	328	flow..of.water:to	to flow (river)	2003	FLOW	tʰi⁵² pʰeiŋ⁵² huan⁴⁴	tʰ i ⁵² + pʰ ei ŋ ⁵² + h ua n ⁴⁴	0	52 52 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1311	328	flow..of.water:to	to flow (river)	2003	FLOW	tʰi⁴⁴ ʃiak⁵² kɔ⁴⁴	tʰ i ⁴⁴ + ʃ ia k ⁵² + k ɔ ⁴⁴	0	44 52 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1312	328	flow..of.water:to	to flow (river)	2003	FLOW	tʰi⁴⁴ ʃiak²¹ kɔ⁴⁴	tʰ i ⁴⁴ + ʃ ia k ²¹ + k ɔ ⁴⁴	0	44 21 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1313	329		to give	3530	TO GIVE	tʃy⁵² kɔ⁴⁴	tʃ y ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1314	329		to give	3530	TO GIVE	tʃy⁵² kɔ⁴⁴	tʃ y ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1315	329		to give	3530	TO GIVE	tʃyʔ⁵² kɔ⁴⁴	tʃ y ʔ ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1316	329		to give	3530	TO GIVE	tʃyʔ⁴² kɔ⁴⁴	tʃ y ʔ ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1317	330	bind..hands:to	to tie (something)	1917	TIE	ki³³ kɔ⁴⁴	k i ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1318	330	bind..hands:to	to tie (something)	1917	TIE	ki³³ kɔ⁴⁴	k i ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1319	330	bind..hands:to	to tie (something)	1917	TIE	θin³³ kɔ⁴⁴	θ i n ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1320	330	bind..hands:to	to tie (something)	1917	TIE	θin³³ kɔ⁴⁴	θ i n ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1321	331		to wipe	4216	TO WIPE	tʃum³³ kɔ³¹	tʃ u m ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1322	331		to wipe	4216	TO WIPE	tʃum³³ kɔ³¹	tʃ u m ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1323	331		to wipe	4216	TO WIPE	tʃum³³ kɔ³¹	tʃ u m ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Santong	st1	maky1236	
1324	331		to wipe	4216	TO WIPE	tʃum³³ kɔ²¹	tʃ u m ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Santong	st2	maky1236	
1325	332	rub:to	to rub/scrub	1449	RUB	hi³³ kɔ³¹	h i ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1326	332	rub:to	to rub/scrub	1449	RUB	hi³³ kɔ²¹	h i ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1327	332	rub:to	to rub/scrub	1449	RUB	hi³³ kɔ³¹	h i ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Santong	st1	maky1236	
1328	332	rub:to	to rub/scrub	1449	RUB	hi³³ kɔ²¹	h i ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Santong	st2	maky1236	
1329	333	wash..general:to	to wash (hands)	1453	WASH	ʃɔʔ⁵² huan³¹	ʃ ɔ ʔ ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1330	333	wash..general:to	to wash (hands)	1453	WASH	ʃɔʔ⁵² huan³¹	ʃ ɔ ʔ ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1331	333	wash..general:to	to wash (hands)	1453	WASH	sɔʔ⁵² kɔ⁴⁴	s ɔ ʔ ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1332	333	wash..general:to	to wash (hands)	1453	WASH	sɔʔ⁴² kɔ⁴⁴	s ɔ ʔ ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1333	334		to wash (clothes)	4194	TO WASH (CLOTHES)	ʃɔʔ⁵² huan³¹	ʃ ɔ ʔ ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1334	334		to wash (clothes)	4194	TO WASH (CLOTHES)	ʃɔʔ⁵² huan³¹	ʃ ɔ ʔ ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1335	334		to wash (clothes)	4194	TO WASH (CLOTHES)	sɔʔ⁵² kɔ⁴⁴	s ɔ ʔ ⁵² + k ɔ ⁴⁴	0	52 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1336	334		to wash (clothes)	4194	TO WASH (CLOTHES)	sɔʔ⁴² kɔ⁴⁴	s ɔ ʔ ⁴² + k ɔ ⁴⁴	0	42 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1337	335	wash.:bathe:to	to bathe	138	BATHE	tʰi⁴⁴ sɔʔ⁵² kɔ⁴⁴	tʰ i ⁴⁴ + s ɔ ʔ ⁵² + k ɔ ⁴⁴	0	44 52 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1338	335	wash.:bathe:to	to bathe	138	BATHE	tʰi⁵² sɔʔ⁵² kɔ⁴⁴	tʰ i ⁵² + s ɔ ʔ ⁵² + k ɔ ⁴⁴	0	52 52 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1339	335	wash.:bathe:to	to bathe	138	BATHE	tʰi⁵² sɔʔ⁵² kɔ⁴⁴	tʰ i ⁵² + s ɔ ʔ ⁵² + k ɔ ⁴⁴	0	52 52 44	nawsawu2016makyam	176	Santong	st1	maky1236	
1340	335	wash.:bathe:to	to bathe	138	BATHE	tʰi⁴² sɔʔ²¹ kɔ⁴⁴	tʰ i ⁴² + s ɔ ʔ ²¹ + k ɔ ⁴⁴	0	42 21 44	nawsawu2016makyam	176	Santong	st2	maky1236	
1341	336	beat..someone:to	to hit/beat (with force)	1665	BEAT	vɔ³³ kɔ³¹	v ɔ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1342	336	beat..someone:to	to hit/beat (with force)	1665	BEAT	vɔ³³ kɔ²¹	v ɔ ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1343	336	beat..someone:to	to hit/beat (with force)	1665	BEAT	vɔ³³ kɔ³¹	v ɔ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Santong	st1	maky1236	
1344	336	beat..someone:to	to hit/beat (with force)	1665	BEAT	vɔ³³ kɔ²¹	v ɔ ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Santong	st2	maky1236	
1345	337		to split	4034	TO SPIT	pu³³ kɔ³¹	p u ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1346	337		to split	4034	TO SPIT	pu³³ kɔ²¹	p u ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1347	337		to split	4034	TO SPIT	tʃɔ²⁴ pu³³ kɔ³¹	tʃ ɔ ²⁴ + p u ³³ + k ɔ ³¹	0	24 33 31	nawsawu2016makyam	176	Santong	st1	maky1236	
1348	337		to split	4034	TO SPIT	tʃɔ²⁴ pu³³ kɔ²¹	tʃ ɔ ²⁴ + p u ³³ + k ɔ ²¹	0	24 33 21	nawsawu2016makyam	176	Santong	st2	maky1236	
1349	338	saw:to	to slice/saw	3543	SAW (SOMETHING)	li³³ san³¹ kɔ⁴⁴	l i ³³ + s a n ³¹ + k ɔ ⁴⁴	0	33 31 44	nawsawu2016makyam	176	Khalai	kl1	maky1236	
1350	338	saw:to	to slice/saw	3543	SAW (SOMETHING)	li³³ ʃan²¹ kɔ⁴⁴	l i ³³ + ʃ a n ²¹ + k ɔ ⁴⁴	0	33 21 44	nawsawu2016makyam	176	Khalai	kl2	maky1236	
1351	338	saw:to	to slice/saw	3543	SAW (SOMETHING)	li³³ san³¹ kɔ³³	l i ³³ + s a n ³¹ + k ɔ ³³	0	33 31 33	nawsawu2016makyam	176	Santong	st1	maky1236	
1352	338	saw:to	to slice/saw	3543	SAW (SOMETHING)	li³³ san²¹ kɔ³³	l i ³³ + s a n ²¹ + k ɔ ³³	0	33 21 33	nawsawu2016makyam	176	Santong	st2	maky1236	
1353	339		to cut (hair)	2155	CUT (WITH SCISSORS)	tip³¹ kɔ⁴⁴	t i p ³¹ + k ɔ ⁴⁴	0	31 44	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1354	339		to cut (hair)	2155	CUT (WITH SCISSORS)	tip²¹ kɔ⁴⁴	t i p ²¹ + k ɔ ⁴⁴	0	21 44	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1355	339		to cut (hair)	2155	CUT (WITH SCISSORS)	ke³³ θɛ³³ kɔ⁴⁴	k e ³³ + θ ɛ ³³ + k ɔ ⁴⁴	0	33 33 44	nawsawu2016makyam	177	Santong	st1	maky1236	
1356	339		to cut (hair)	2155	CUT (WITH SCISSORS)	ke³³ θɛ³³ kɔ³³	k e ³³ + θ ɛ ³³ + k ɔ ³³	0	33 33 33	nawsawu2016makyam	177	Santong	st2	maky1236	
1357	340		to stab	1434	STAB	tʰɔŋ²⁴ θy³³ huan³¹	tʰ ɔ ŋ ²⁴ + θ y ³³ + h ua n ³¹	0	24 33 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1358	340		to stab	1434	STAB	tʰɔŋ³³ θuat²¹ huan⁴⁴	tʰ ɔ ŋ ³³ + θ ua t ²¹ + h ua n ⁴⁴	0	33 21 44	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1359	340		to stab	1434	STAB	tʰaŋ³³ θuat⁵² kɔ³¹	tʰ a ŋ ³³ + θ ua t ⁵² + k ɔ ³¹	0	33 52 31	nawsawu2016makyam	177	Santong	st1	maky1236	
1360	340		to stab	1434	STAB	tʰaŋ³³ θuat²¹ kɔ²¹	tʰ a ŋ ³³ + θ ua t ²¹ + k ɔ ²¹	0	33 21 21	nawsawu2016makyam	177	Santong	st2	maky1236	
1361	341	plant:to	to plant	1486	PLANT (SOMETHING)	laŋ⁵² huan³¹	l a ŋ ⁵² + h ua n ³¹	0	52 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1362	341	plant:to	to plant	1486	PLANT (SOMETHING)	laŋ⁵² huan²¹	l a ŋ ⁵² + h ua n ²¹	0	52 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1363	341	plant:to	to plant	1486	PLANT (SOMETHING)	taŋ³³ kɔ⁴⁴	t a ŋ ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	177	Santong	st1	maky1236	
1364	341	plant:to	to plant	1486	PLANT (SOMETHING)	taŋ³³ kɔ⁴⁴	t a ŋ ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	177	Santong	st2	maky1236	
1365	342	dig:to	to dig (with a tool)	1418	DIG	tei³³ kɔ³¹	t ei ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1366	342	dig:to	to dig (with a tool)	1418	DIG	tei³³ kɔ²¹	t ei ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1367	342	dig:to	to dig (with a tool)	1418	DIG	tɛ³³ kɔ³¹	t ɛ ³³ + k ɔ ³¹	0	33 31	nawsawu2016makyam	177	Santong	st1	maky1236	
1368	342	dig:to	to dig (with a tool)	1418	DIG	tɛ³³ kɔ²¹	t ɛ ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	177	Santong	st2	maky1236	
1369	343	bury..object:to	to bury (a corpse)	1719	BURY	kʰy⁴² huan³¹	kʰ y ⁴² + h ua n ³¹	0	42 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1370	343	bury..object:to	to bury (a corpse)	1719	BURY	kʰy⁵² huan²¹	kʰ y ⁵² + h ua n ²¹	0	52 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1371	343	bury..object:to	to bury (a corpse)	1719	BURY	kʰy³³ kɔ⁴⁴	kʰ y ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	177	Santong	st1	maky1236	
1372	343	bury..object:to	to bury (a corpse)	1719	BURY	kʰy³³ kɔ⁴⁴	kʰ y ³³ + k ɔ ⁴⁴	0	33 44	nawsawu2016makyam	177	Santong	st2	maky1236	
1373	344	work:to	to work	1086	WORK (ACTIVITY)	ɲin⁵² ty³³ kɔ³¹	ɲ i n ⁵² + t y ³³ + k ɔ ³¹	0	52 33 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1374	344	work:to	to work	1086	WORK (ACTIVITY)	ɲin⁵² ty³³ kɔ²¹	ɲ i n ⁵² + t y ³³ + k ɔ ²¹	0	52 33 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1375	344	work:to	to work	1086	WORK (ACTIVITY)	ɲin⁵² ty³³ kɔ³¹	ɲ i n ⁵² + t y ³³ + k ɔ ³¹	0	52 33 31	nawsawu2016makyam	177	Santong	st1	maky1236	
1376	344	work:to	to work	1086	WORK (ACTIVITY)	ɲin⁴² ty³³ kɔ²¹	ɲ i n ⁴² + t y ³³ + k ɔ ²¹	0	42 33 21	nawsawu2016makyam	177	Santong	st2	maky1236	
1377	345		to play	3801	TO PAY	ʒe⁴⁴ kɔ³¹	ʒ e ⁴⁴ + k ɔ ³¹	0	44 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1378	345		to play	3801	TO PAY	ʒe³³ kɔ²¹	ʒ e ³³ + k ɔ ²¹	0	33 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
1379	345		to play	3801	TO PAY	ɣe⁴⁴ tʃaʔ³¹ kɔ³³	ɣ e ⁴⁴ + tʃ a ʔ ³¹ + k ɔ ³³	0	44 31 33	nawsawu2016makyam	177	Santong	st1	maky1236	
1380	345		to play	3801	TO PAY	ɣe⁴⁴ tʃaʔ²¹ kɔ³³	ɣ e ⁴⁴ + tʃ a ʔ ²¹ + k ɔ ³³	0	44 21 33	nawsawu2016makyam	177	Santong	st2	maky1236	
1381	346		to dance	3327	TO DANCE	θu⁴⁴ sa³³ kɔ³¹	θ u ⁴⁴ + s a ³³ + k ɔ ³¹	0	44 33 31	nawsawu2016makyam	177	Khalai	kl1	maky1236	
1382	346		to dance	3327	TO DANCE	θu⁴⁴ ʃa³³ kɔ²¹	θ u ⁴⁴ + ʃ a ³³ + k ɔ ²¹	0	44 33 21	nawsawu2016makyam	177	Khalai	kl2	maky1236	
