ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,SLNO,Borrowed,Tones,Page,Speaker,Notes
849,Khalai,name,ɲan³³,ɲ a n ³³,,nawsawu2016makyam,213,false,33,168,kl1,
850,Khalai,name,ɲuan³³,ɲ ua n ³³,,nawsawu2016makyam,213,false,33,168,kl2,
851,Santong,name,ɲian³³,ɲ ia n ³³,,nawsawu2016makyam,213,false,33,168,st1,
852,Santong,name,ɲian³³,ɲ ia n ³³,,nawsawu2016makyam,213,false,33,168,st2,
853,Khalai,village,nok⁵²,n o k ⁵²,,nawsawu2016makyam,214,false,52,168,kl1,
854,Khalai,village,nok⁵² tʃaŋ⁴⁴,n o k ⁵² + tʃ a ŋ ⁴⁴,,nawsawu2016makyam,214,false,52 44,168,kl2,
855,Santong,village,nok⁵² tʃaŋ⁴⁴,n o k ⁵² + tʃ a ŋ ⁴⁴,,nawsawu2016makyam,214,false,52 44,168,st1,
856,Santong,village,nok⁴² tʃaŋ⁴⁴,n o k ⁴² + tʃ a ŋ ⁴⁴,,nawsawu2016makyam,214,false,42 44,168,st2,
857,Khalai,road/path,luom⁴⁴,l uo m ⁴⁴,,nawsawu2016makyam,215,false,44,168,kl1,
858,Khalai,road/path,luom⁴⁴,l uo m ⁴⁴,,nawsawu2016makyam,215,false,44,168,kl2,
859,Santong,road/path,luom⁴⁴,l uo m ⁴⁴,,nawsawu2016makyam,215,false,44,168,st1,
860,Santong,road/path,luom⁴⁴,l uo m ⁴⁴,,nawsawu2016makyam,215,false,44,168,st2,
861,Khalai,boat,kʰeiŋ³³,kʰ ei ŋ ³³,,nawsawu2016makyam,216,false,33,169,kl1,
862,Khalai,boat,kʰeiŋ³³,kʰ ei ŋ ³³,,nawsawu2016makyam,216,false,33,169,kl2,
863,Santong,boat,hy³³ po³¹ kʰeiŋ³³,h y ³³ + p o ³¹ + kʰ ei ŋ ³³,,nawsawu2016makyam,216,false,33 31 33,169,st1,
864,Santong,boat,hy³³ po²¹ kʰeiŋ⁴⁴,h y ³³ + p o ²¹ + kʰ ei ŋ ⁴⁴,,nawsawu2016makyam,216,false,33 21 44,169,st2,
865,Khalai,house,nok⁵²,n o k ⁵²,,nawsawu2016makyam,217,false,52,169,kl1,
866,Khalai,house,nok⁵²,n o k ⁵²,,nawsawu2016makyam,217,false,52,169,kl2,
867,Santong,house,nok⁵²,n o k ⁵²,,nawsawu2016makyam,217,false,52,169,st1,
868,Santong,house,nok⁴²,n o k ⁴²,,nawsawu2016makyam,217,false,42,169,st2,
869,Khalai,door,nok⁵² piʔ⁴⁴,n o k ⁵² + p i ʔ ⁴⁴,,nawsawu2016makyam,218,false,52 44,169,kl1,
870,Khalai,door,nok⁵² piʔ⁴⁴,n o k ⁵² + p i ʔ ⁴⁴,,nawsawu2016makyam,218,false,52 44,169,kl2,
871,Santong,door,nok⁵² pit⁵²,n o k ⁵² + p i t ⁵²,,nawsawu2016makyam,218,false,52 52,169,st1,
872,Santong,door,nok⁴² pit⁴²,n o k ⁴² + p i t ⁴²,,nawsawu2016makyam,218,false,42 42,169,st2,
873,Khalai,roof,ŋoŋ³³ tɔŋ³¹,ŋ o ŋ ³³ + t ɔ ŋ ³¹,,nawsawu2016makyam,219,false,33 31,169,kl1,
874,Khalai,roof,ŋoŋ³³ tɔŋ²¹,ŋ o ŋ ³³ + t ɔ ŋ ²¹,,nawsawu2016makyam,219,false,33 21,169,kl2,
875,Santong,roof,kə³³ θap⁵²,k ə ³³ + θ a p ⁵²,,nawsawu2016makyam,219,false,33 52,169,st1,
876,Santong,roof,kə³³ θap⁴²,k ə ³³ + θ a p ⁴²,,nawsawu2016makyam,219,false,33 42,169,st2,
877,Khalai,area under house,nok⁴² pɔk⁴² kʰə³¹ zɔk³¹,n o k ⁴² + p ɔ k ⁴² + kʰ ə ³¹ + z ɔ k ³¹,,nawsawu2016makyam,220,false,42 42 31 31,169,kl1,
878,Khalai,area under house,nok⁵² pɔk⁵² kʰə²¹ zɔk²¹,n o k ⁵² + p ɔ k ⁵² + kʰ ə ²¹ + z ɔ k ²¹,,nawsawu2016makyam,220,false,52 52 21 21,169,kl2,
879,Santong,area under house,nok⁵² pɔk⁵²,n o k ⁵² + p ɔ k ⁵²,,nawsawu2016makyam,220,false,52 52,169,st1,
880,Santong,area under house,nok⁴² pɔk⁴²,n o k ⁴² + p ɔ k ⁴²,,nawsawu2016makyam,220,false,42 42,169,st2,
881,Khalai,wall of house,tʃeiŋ³³ kʰə³³ leiŋ⁴⁴,tʃ ei ŋ ³³ + kʰ ə ³³ + l ei ŋ ⁴⁴,,nawsawu2016makyam,221,false,33 33 44,169,kl1,
882,Khalai,wall of house,tʃeiŋ³³ kʰə³³ leiŋ⁴⁴,tʃ ei ŋ ³³ + kʰ ə ³³ + l ei ŋ ⁴⁴,,nawsawu2016makyam,221,false,33 33 44,169,kl2,
883,Santong,wall of house,kʰə³³ ɣaŋ⁴⁴,kʰ ə ³³ + ɣ a ŋ ⁴⁴,,nawsawu2016makyam,221,false,33 44,169,st1,
884,Santong,wall of house,kʰə³³ ɣaŋ⁴⁴,kʰ ə ³³ + ɣ a ŋ ⁴⁴,,nawsawu2016makyam,221,false,33 44,169,st2,
885,Khalai,sleeping area,kʰə³³ ɣap³³,kʰ ə ³³ + ɣ a p ³³,,nawsawu2016makyam,222,false,33 33,169,kl1,
886,Khalai,sleeping area,kʰə³³ ɣap³³,kʰ ə ³³ + ɣ a p ³³,,nawsawu2016makyam,222,false,33 33,169,kl2,
887,Santong,sleeping area,kʰə³³ ɣap³³,kʰ ə ³³ + ɣ a p ³³,,nawsawu2016makyam,222,false,33 33,169,st1,
888,Santong,sleeping area,kʰə³³ ɣap³³,kʰ ə ³³ + ɣ a p ³³,,nawsawu2016makyam,222,false,33 33,169,st2,
889,Khalai,mat,ʃuan⁴⁴,ʃ ua n ⁴⁴,,nawsawu2016makyam,223,false,44,169,kl1,
890,Khalai,mat,ʃuan⁴⁴,ʃ ua n ⁴⁴,,nawsawu2016makyam,223,false,44,169,kl2,
891,Santong,mat,suan⁴⁴,s ua n ⁴⁴,,nawsawu2016makyam,223,false,44,169,st1,
892,Santong,mat,suan⁴⁴,s ua n ⁴⁴,,nawsawu2016makyam,223,false,44,169,st2,
893,Khalai,pillow,ke³³ kʰam⁴⁴,k e ³³ + kʰ a m ⁴⁴,,nawsawu2016makyam,224,false,33 44,169,kl1,
894,Khalai,pillow,ke³³ kʰam⁴⁴,k e ³³ + kʰ a m ⁴⁴,,nawsawu2016makyam,224,false,33 44,169,kl2,
895,Santong,pillow,ke³³ kʰam⁴⁴,k e ³³ + kʰ a m ⁴⁴,,nawsawu2016makyam,224,false,33 44,169,st1,
896,Santong,pillow,ke³³ kʰam⁴⁴,k e ³³ + kʰ a m ⁴⁴,,nawsawu2016makyam,224,false,33 44,169,st2,
897,Khalai,blanket,ha³³,h a ³³,,nawsawu2016makyam,225,false,33,169,kl1,
898,Khalai,blanket,ha³³,h a ³³,,nawsawu2016makyam,225,false,33,169,kl2,
899,Santong,blanket,ha³³,h a ³³,,nawsawu2016makyam,225,false,33,169,st1,
900,Santong,blanket,ha³³,h a ³³,,nawsawu2016makyam,225,false,33,169,st2,
901,Khalai,clothing,ha³³ kə⁴⁴ lit⁴²,h a ³³ + k ə ⁴⁴ + l i t ⁴²,,nawsawu2016makyam,226,false,33 44 42,169,kl1,
902,Khalai,clothing,ha³³ kə⁴⁴ lit⁵²,h a ³³ + k ə ⁴⁴ + l i t ⁵²,,nawsawu2016makyam,226,false,33 44 52,169,kl2,
903,Santong,clothing,ha³³ kə⁴⁴ lit⁵²,h a ³³ + k ə ⁴⁴ + l i t ⁵²,,nawsawu2016makyam,226,false,33 44 52,169,st1,
904,Santong,clothing,ha³³ kə⁴⁴ lit⁴²,h a ³³ + k ə ⁴⁴ + l i t ⁴²,,nawsawu2016makyam,226,false,33 44 42,169,st2,
905,Khalai,to weave (cloth),ha³³ tʰuat⁴⁴ kɔ⁴⁴,h a ³³ + tʰ ua t ⁴⁴ + k ɔ ⁴⁴,,nawsawu2016makyam,227,false,33 44 44,169,kl1,
906,Khalai,to weave (cloth),ha³³ tʰuat⁵² kɔ⁴⁴,h a ³³ + tʰ ua t ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,227,false,33 52 44,169,kl2,
907,Santong,to weave (cloth),tʰuat⁵² kɔ⁴⁴,tʰ ua t ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,227,false,52 44,169,st1,
908,Santong,to weave (cloth),tʰuat⁴⁴ kɔ⁴⁴,tʰ ua t ⁴⁴ + k ɔ ⁴⁴,,nawsawu2016makyam,227,false,44 44,169,st2,
909,Khalai,to dye (cloth),kə³¹ tʃuet³¹ tʃa³³ lə³¹ kɔ³¹,k ə ³¹ + tʃ ue t ³¹ + tʃ a ³³ + l ə ³¹ + k ɔ ³¹,,nawsawu2016makyam,228,false,31 31 33 31 31,169,kl1,
910,Khalai,to dye (cloth),kə²¹ tʃuet²¹ tʃa³³ lə²¹ kɔ²¹,k ə ²¹ + tʃ ue t ²¹ + tʃ a ³³ + l ə ²¹ + k ɔ ²¹,,nawsawu2016makyam,228,false,21 21 33 21 21,169,kl2,
911,Santong,to dye (cloth),kə³¹ sit³¹ tʰɔ⁴⁴,k ə ³¹ + s i t ³¹ + tʰ ɔ ⁴⁴,,nawsawu2016makyam,228,false,31 31 44,169,st1,
912,Santong,to dye (cloth),kə²¹ sit²¹ tʰɔ⁴⁴,k ə ²¹ + s i t ²¹ + tʰ ɔ ⁴⁴,,nawsawu2016makyam,228,false,21 21 44,169,st2,
913,Khalai,sarong (male),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,229,false,33 44 44,169,kl1,
914,Khalai,sarong (male),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,229,false,33 44 44,169,kl2,
915,Santong,sarong (male),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,229,false,33 44 44,169,st1,
916,Santong,sarong (male),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,229,false,33 44 44,169,st2,
917,Khalai,sarong (female),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,230,false,33 44 44,169,kl1,
918,Khalai,sarong (female),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,230,false,33 44 44,169,kl2,
919,Santong,sarong (female),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,230,false,33 44 44,169,st1,
920,Santong,sarong (female),ha³³ van⁴⁴ ha⁴⁴,h a ³³ + v a n ⁴⁴ + h a ⁴⁴,,nawsawu2016makyam,230,false,33 44 44,169,st2,
921,Khalai,trousers,pauŋ²⁴ pi³¹**,p au ŋ ²⁴ + p i ³¹ * *,,nawsawu2016makyam,231,true,24 31,169,kl1,
922,Khalai,trousers,pauŋ³³ pi⁴⁴**,p au ŋ ³³ + p i ⁴⁴ * *,,nawsawu2016makyam,231,true,33 44,169,kl2,
923,Santong,trousers,tʃin³³ kʰat³¹ kʰɔ³³ ha³³,tʃ i n ³³ + kʰ a t ³¹ + kʰ ɔ ³³ + h a ³³,,nawsawu2016makyam,231,false,33 31 33 33,169,st1,
924,Santong,trousers,tʃin³³ kʰat²¹ kʰɔk²¹ ha³³,tʃ i n ³³ + kʰ a t ²¹ + kʰ ɔ k ²¹ + h a ³³,,nawsawu2016makyam,231,false,33 21 21 33,169,st2,
925,Khalai,to sew,kʰə³³ zi³³ kɔ⁴⁴,kʰ ə ³³ + z i ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,232,false,33 33 44,169,kl1,
926,Khalai,to sew,ha³³ kʰə³³ zi³³ lə⁴⁴ kɔ²¹,h a ³³ + kʰ ə ³³ + z i ³³ + l ə ⁴⁴ + k ɔ ²¹,,nawsawu2016makyam,232,false,33 33 33 44 21,169,kl2,
927,Santong,to sew,kʰə³³ ri³³ kɔ⁴⁴,kʰ ə ³³ + r i ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,232,false,33 33 44,169,st1,
928,Santong,to sew,kʰə³³ ji³³ kɔ⁴⁴,kʰ ə ³³ + j i ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,232,false,33 33 44,169,st2,
929,Khalai,needle,zy³³ tʃam⁴⁴,z y ³³ + tʃ a m ⁴⁴,,nawsawu2016makyam,233,false,33 44,170,kl1,
930,Khalai,needle,zy³³ tʃam⁴⁴,z y ³³ + tʃ a m ⁴⁴,,nawsawu2016makyam,233,false,33 44,170,kl2,
931,Santong,needle,ɣy³³ tʃam⁴⁴,ɣ y ³³ + tʃ a m ⁴⁴,,nawsawu2016makyam,233,false,33 44,170,st1,
932,Santong,needle,ɣy³³ tʃam⁴⁴,ɣ y ³³ + tʃ a m ⁴⁴,,nawsawu2016makyam,233,false,33 44,170,st2,
933,Khalai,comb,hak⁴⁴ hiʔ⁵²,h a k ⁴⁴ + h i ʔ ⁵²,,nawsawu2016makyam,234,false,44 52,170,kl1,
934,Khalai,comb,hak⁴⁴ hiʔ⁵²,h a k ⁴⁴ + h i ʔ ⁵²,,nawsawu2016makyam,234,false,44 52,170,kl2,
935,Santong,comb,hak⁵² hiʔ⁵²,h a k ⁵² + h i ʔ ⁵²,,nawsawu2016makyam,234,false,52 52,170,st1,
936,Santong,comb,hak⁴² hiʔ⁴⁴,h a k ⁴² + h i ʔ ⁴⁴,,nawsawu2016makyam,234,false,42 44,170,st2,
937,Khalai,ring,na³³ kʰɔʔ⁵²,n a ³³ + kʰ ɔ ʔ ⁵²,,nawsawu2016makyam,235,false,33 52,170,kl1,
938,Khalai,ring,na³³ kʰɔʔ⁵²,n a ³³ + kʰ ɔ ʔ ⁵²,,nawsawu2016makyam,235,false,33 52,170,kl2,
939,Santong,ring,kʰat⁵² sɔp⁵²,kʰ a t ⁵² + s ɔ p ⁵²,,nawsawu2016makyam,235,false,52 52,170,st1,
940,Santong,ring,kʰat⁴⁴ suup⁴⁴,kʰ a t ⁴⁴ + s uu p ⁴⁴,,nawsawu2016makyam,235,false,44 44,170,st2,
941,Khalai,pot (cooking),tak⁴⁴,t a k ⁴⁴,,nawsawu2016makyam,236,false,44,170,kl1,
942,Khalai,pot (cooking),tak⁵²,t a k ⁵²,,nawsawu2016makyam,236,false,52,170,kl2,
943,Santong,pot (cooking),tak⁵²,t a k ⁵²,,nawsawu2016makyam,236,false,52,170,st1,
944,Santong,pot (cooking),tak⁴⁴,t a k ⁴⁴,,nawsawu2016makyam,236,false,44,170,st2,
945,Khalai,mortar (for peppers),θeiŋ⁴⁴ so³¹ peiŋ⁴⁴,θ ei ŋ ⁴⁴ + s o ³¹ + p ei ŋ ⁴⁴,,nawsawu2016makyam,237,false,44 31 44,170,kl1,
946,Khalai,mortar (for peppers),θeiŋ⁴⁴ so²¹ peiŋ⁴⁴,θ ei ŋ ⁴⁴ + s o ²¹ + p ei ŋ ⁴⁴,,nawsawu2016makyam,237,false,44 21 44,170,kl2,
947,Santong,mortar (for peppers),θeiŋ⁴⁴ sɔ³¹ peiŋ³³,θ ei ŋ ⁴⁴ + s ɔ ³¹ + p ei ŋ ³³,,nawsawu2016makyam,237,false,44 31 33,170,st1,
948,Santong,mortar (for peppers),θa⁴⁴ kʰiŋ³³ sɔ²¹ peiŋ⁴⁴,θ a ⁴⁴ + kʰ i ŋ ³³ + s ɔ ²¹ + p ei ŋ ⁴⁴,,nawsawu2016makyam,237,false,44 33 21 44,170,st2,
949,Khalai,pestle (for peppers),θeiŋ⁴⁴ so³¹ kuan⁴⁴ tʰam³³,θ ei ŋ ⁴⁴ + s o ³¹ + k ua n ⁴⁴ + tʰ a m ³³,,nawsawu2016makyam,238,false,44 31 44 33,170,kl1,
950,Khalai,pestle (for peppers),θeiŋ⁴⁴ so²¹ kuan⁴⁴ tʰam³³,θ ei ŋ ⁴⁴ + s o ²¹ + k ua n ⁴⁴ + tʰ a m ³³,,nawsawu2016makyam,238,false,44 21 44 33,170,kl2,
951,Santong,pestle (for peppers),θeiŋ⁴⁴ sɔ³¹ peiŋ⁴⁴ kuan³³ tʰam³¹,θ ei ŋ ⁴⁴ + s ɔ ³¹ + p ei ŋ ⁴⁴ + k ua n ³³ + tʰ a m ³¹,,nawsawu2016makyam,238,false,44 31 44 33 31,170,st1,
952,Santong,pestle (for peppers),θa⁴⁴ kʰiŋ³³ sɔ²¹ peiŋ⁴⁴ kuan³³ tʰam³³,θ a ⁴⁴ + kʰ i ŋ ³³ + s ɔ ²¹ + p ei ŋ ⁴⁴ + k ua n ³³ + tʰ a m ³³,,nawsawu2016makyam,238,false,44 33 21 44 33 33,170,st2,
953,Khalai,spoon,tʃap⁴⁴ kɔʔ⁴⁴,tʃ a p ⁴⁴ + k ɔ ʔ ⁴⁴,,nawsawu2016makyam,239,false,44 44,170,kl1,
954,Khalai,spoon,tʃap⁵² kɔʔ⁴⁴,tʃ a p ⁵² + k ɔ ʔ ⁴⁴,,nawsawu2016makyam,239,false,52 44,170,kl2,
955,Santong,spoon,tʃap⁵² kɔʔ⁵²,tʃ a p ⁵² + k ɔ ʔ ⁵²,,nawsawu2016makyam,239,false,52 52,170,st1,
956,Santong,spoon,tʃap²¹ kɔʔ⁴²,tʃ a p ²¹ + k ɔ ʔ ⁴²,,nawsawu2016makyam,239,false,21 42,170,st2,
957,Khalai,plate,sy³³ θit⁴⁴,s y ³³ + θ i t ⁴⁴,,nawsawu2016makyam,240,false,33 44,170,kl1,
958,Khalai,plate,sy³³ θit⁵²,s y ³³ + θ i t ⁵²,,nawsawu2016makyam,240,false,33 52,170,kl2,
959,Santong,plate,sy³³ θit⁵²,s y ³³ + θ i t ⁵²,,nawsawu2016makyam,240,false,33 52,170,st1,
960,Santong,plate,sy²¹ θit⁴²,s y ²¹ + θ i t ⁴²,,nawsawu2016makyam,240,false,21 42,170,st2,
961,Khalai,firewood,θaŋ⁴⁴,θ a ŋ ⁴⁴,,nawsawu2016makyam,241,false,44,170,kl1,
962,Khalai,firewood,θaŋ⁵²,θ a ŋ ⁵²,,nawsawu2016makyam,241,false,52,170,kl2,
963,Santong,firewood,θaŋ⁴⁴,θ a ŋ ⁴⁴,,nawsawu2016makyam,241,false,44,170,st1,
964,Santong,firewood,θaŋ⁴⁴,θ a ŋ ⁴⁴,,nawsawu2016makyam,241,false,44,170,st2,
965,Khalai,fire,miɛ⁴⁴,m iɛ ⁴⁴,,nawsawu2016makyam,242,false,44,170,kl1,
966,Khalai,fire,miɛ⁵²,m iɛ ⁵²,,nawsawu2016makyam,242,false,52,170,kl2,
967,Santong,fire,mia⁴⁴,m ia ⁴⁴,,nawsawu2016makyam,242,false,44,170,st1,
968,Santong,fire,mia⁴⁴,m ia ⁴⁴,,nawsawu2016makyam,242,false,44,170,st2,
969,Khalai,to burn something,miɛ⁴⁴ tʰak⁴⁴ kɔ⁴⁴,m iɛ ⁴⁴ + tʰ a k ⁴⁴ + k ɔ ⁴⁴,,nawsawu2016makyam,243,false,44 44 44,170,kl1,
970,Khalai,to burn something,miɛ⁴⁴ tʰak⁴⁴ kɔ⁴⁴,m iɛ ⁴⁴ + tʰ a k ⁴⁴ + k ɔ ⁴⁴,,nawsawu2016makyam,243,false,44 44 44,170,kl2,
971,Santong,to burn something,mia⁴⁴ tak⁵² kɔ⁴⁴,m ia ⁴⁴ + t a k ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,243,false,44 52 44,170,st1,
972,Santong,to burn something,mia³³ tak⁴⁴ kɔ⁴⁴,m ia ³³ + t a k ⁴⁴ + k ɔ ⁴⁴,,nawsawu2016makyam,243,false,33 44 44,170,st2,
973,Khalai,to extinguish (fire),miɛ⁴⁴ ɲɛk⁵² huan³¹,m iɛ ⁴⁴ + ɲ ɛ k ⁵² + h ua n ³¹,,nawsawu2016makyam,244,false,44 52 31,170,kl1,
974,Khalai,to extinguish (fire),miɛ³³ ɲɛk⁵² huan²¹,m iɛ ³³ + ɲ ɛ k ⁵² + h ua n ²¹,,nawsawu2016makyam,244,false,33 52 21,170,kl2,
975,Santong,to extinguish (fire),mia⁴⁴ laʔ⁵² kʰə³³ ɲek⁴⁴ kɔ³¹,m ia ⁴⁴ + l a ʔ ⁵² + kʰ ə ³³ + ɲ e k ⁴⁴ + k ɔ ³¹,,nawsawu2016makyam,244,false,44 52 33 44 31,170,st1,
976,Santong,to extinguish (fire),mia³³ laʔ²¹ kʰə²¹ ɲek²¹ kɔ²¹,m ia ³³ + l a ʔ ²¹ + kʰ ə ²¹ + ɲ e k ²¹ + k ɔ ²¹,,nawsawu2016makyam,244,false,33 21 21 21 21,170,st2,
977,Khalai,ashes,ɲak⁵²,ɲ a k ⁵²,,nawsawu2016makyam,245,false,52,170,kl1,
978,Khalai,ashes,haʔ³³ ɲak⁵²,h a ʔ ³³ + ɲ a k ⁵²,,nawsawu2016makyam,245,false,33 52,170,kl2,
979,Santong,ashes,haʔ³¹ ɲak⁵²,h a ʔ ³¹ + ɲ a k ⁵²,,nawsawu2016makyam,245,false,31 52,170,st1,
980,Santong,ashes,haʔ²¹ ɲak⁴⁴,h a ʔ ²¹ + ɲ a k ⁴⁴,,nawsawu2016makyam,245,false,21 44,170,st2,
981,Khalai,smoke,miɛ³³ kʰɔʔ³¹,m iɛ ³³ + kʰ ɔ ʔ ³¹,,nawsawu2016makyam,246,false,33 31,170,kl1,
982,Khalai,smoke,miɛ³³ kʰɔʔ²¹,m iɛ ³³ + kʰ ɔ ʔ ²¹,,nawsawu2016makyam,246,false,33 21,170,kl2,
983,Santong,smoke,mia³³ kʰɔʔ³¹,m ia ³³ + kʰ ɔ ʔ ³¹,,nawsawu2016makyam,246,false,33 31,170,st1,
984,Santong,smoke,mia³³ kʰɔʔ²¹,m ia ³³ + kʰ ɔ ʔ ²¹,,nawsawu2016makyam,246,false,33 21,170,st2,
985,Khalai,drum (musical instrument),pon⁴⁴,p o n ⁴⁴,,nawsawu2016makyam,247,false,44,170,kl1,
986,Khalai,drum (musical instrument),pon⁴⁴,p o n ⁴⁴,,nawsawu2016makyam,247,false,44,170,kl2,
987,Santong,drum (musical instrument),gaʔ³¹ θan³³,g a ʔ ³¹ + θ a n ³³,,nawsawu2016makyam,247,false,31 33,170,st1,
988,Santong,drum (musical instrument),ɣaʔ²¹ tan³³,ɣ a ʔ ²¹ + t a n ³³,,nawsawu2016makyam,247,false,21 33,170,st2,
989,Khalai,gong,ɲam³³,ɲ a m ³³,,nawsawu2016makyam,248,false,33,171,kl1,
990,Khalai,gong,ɲam³³,ɲ a m ³³,,nawsawu2016makyam,248,false,33,171,kl2,
991,Santong,gong,ɲam³³,ɲ a m ³³,,nawsawu2016makyam,248,false,33,171,st1,
992,Santong,gong,ɲam³³,ɲ a m ³³,,nawsawu2016makyam,248,false,33,171,st2,
993,Khalai,bow,kʰə³¹ laʔ³¹,kʰ ə ³¹ + l a ʔ ³¹,,nawsawu2016makyam,249,false,31 31,171,kl1,
994,Khalai,bow,kʰə²¹ laʔ⁵²,kʰ ə ²¹ + l a ʔ ⁵²,,nawsawu2016makyam,249,false,21 52,171,kl2,
995,Santong,bow,liaŋ³³,l ia ŋ ³³,,nawsawu2016makyam,249,false,33,171,st1,
996,Santong,bow,liaŋ²¹,l ia ŋ ²¹,,nawsawu2016makyam,249,false,21,171,st2,
997,Khalai,crossbow,hy³³ kʰə³³ laʔ⁴⁴,h y ³³ + kʰ ə ³³ + l a ʔ ⁴⁴,,nawsawu2016makyam,250,false,33 33 44,171,kl1,
998,Khalai,crossbow,hy³³ kʰə³³ laʔ⁴⁴,h y ³³ + kʰ ə ³³ + l a ʔ ⁴⁴,,nawsawu2016makyam,250,false,33 33 44,171,kl2,
999,Santong,crossbow,kʰə³¹ laʔ³¹,kʰ ə ³¹ + l a ʔ ³¹,,nawsawu2016makyam,250,false,31 31,171,st1,
1000,Santong,crossbow,kʰə²¹ laʔ²¹,kʰ ə ²¹ + l a ʔ ²¹,,nawsawu2016makyam,250,false,21 21,171,st2,
1001,Khalai,arrow,kʰə³¹ laʔ³¹ joŋ⁴⁴,kʰ ə ³¹ + l a ʔ ³¹ + j o ŋ ⁴⁴,,nawsawu2016makyam,251,false,31 31 44,171,kl1,
1002,Khalai,arrow,kʰə²¹ laʔ²¹ joŋ⁴⁴,kʰ ə ²¹ + l a ʔ ²¹ + j o ŋ ⁴⁴,,nawsawu2016makyam,251,false,21 21 44,171,kl2,
1003,Santong,arrow,kʰə³¹ laʔ³¹ rouŋ⁴⁴,kʰ ə ³¹ + l a ʔ ³¹ + r ou ŋ ⁴⁴,,nawsawu2016makyam,251,false,31 31 44,171,st1,
1004,Santong,arrow,kʰə²¹ laʔ²¹ roŋ⁴⁴,kʰ ə ²¹ + l a ʔ ²¹ + r o ŋ ⁴⁴,,nawsawu2016makyam,251,false,21 21 44,171,st2,
1005,Khalai,spear,ʒoŋ³³,ʒ o ŋ ³³,,nawsawu2016makyam,252,false,33,171,kl1,
1006,Khalai,spear,ʒoŋ³³,ʒ o ŋ ³³,,nawsawu2016makyam,252,false,33,171,kl2,
1007,Santong,spear,rouŋ³³,r ou ŋ ³³,,nawsawu2016makyam,252,false,33,171,st1,
1008,Santong,spear,roŋ³³,r o ŋ ³³,,nawsawu2016makyam,252,false,33,171,st2,
1009,Khalai,knife/blade,neik⁴⁴,n ei k ⁴⁴,,nawsawu2016makyam,253,false,44,171,kl1,
1010,Khalai,knife/blade,neik⁴⁴,n ei k ⁴⁴,,nawsawu2016makyam,253,false,44,171,kl2,
1011,Santong,knife/blade,neik⁴⁴,n ei k ⁴⁴,,nawsawu2016makyam,253,false,44,171,st1,
1012,Santong,knife/blade,neik⁴⁴,n ei k ⁴⁴,,nawsawu2016makyam,253,false,44,171,st2,
1013,Khalai,to hear,tʰit³¹ kɔ⁴⁴,tʰ i t ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,254,false,31 44,171,kl1,
1014,Khalai,to hear,tʰit²¹ kɔ⁴⁴,tʰ i t ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,254,false,21 44,171,kl2,
1015,Santong,to hear,tʰit³¹ kɔ⁴⁴,tʰ i t ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,254,false,31 44,171,st1,
1016,Santong,to hear,tʰit²¹ kɔ⁴⁴,tʰ i t ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,254,false,21 44,171,st2,
1017,Khalai,to listen,pʰə³¹ na³³ kɔ⁴⁴,pʰ ə ³¹ + n a ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,255,false,31 33 44,171,kl1,
1018,Khalai,to listen,pʰə³³ na³³ kɔ⁴⁴,pʰ ə ³³ + n a ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,255,false,33 33 44,171,kl2,
1019,Santong,to listen,pʰə³¹ na³³ kɔ⁴⁴,pʰ ə ³¹ + n a ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,255,false,31 33 44,171,st1,
1020,Santong,to listen,pʰə²¹ na³³ kɔ⁴⁴,pʰ ə ²¹ + n a ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,255,false,21 33 44,171,st2,
1021,Khalai,to be smelly,nuam³³ kɔ⁴⁴,n ua m ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,256,false,33 44,171,kl1,
