ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,SLNO,Borrowed,Tones,Page,Speaker,Notes
2981,Khalai,avoid,kʰə³³ ly³³ huan³¹,kʰ ə ³³ + l y ³³ + h ua n ³¹,,nawsawu2016makyam,746,false,33 33 31,204,kl1,
2982,Khalai,avoid,kʰə³³ ly³³ huan⁴⁴,kʰ ə ³³ + l y ³³ + h ua n ⁴⁴,,nawsawu2016makyam,746,false,33 33 44,204,kl2,
2983,Santong,avoid,kə⁴⁴ ɣiʔ³¹ vin³³,k ə ⁴⁴ + ɣ i ʔ ³¹ + v i n ³³,,nawsawu2016makyam,746,false,44 31 33,204,st1,
2984,Santong,avoid,kə⁴⁴ ɣiʔ²¹ vin³³,k ə ⁴⁴ + ɣ i ʔ ²¹ + v i n ³³,,nawsawu2016makyam,746,false,44 21 33,204,st2,
2985,Khalai,imitate,xɛ⁴⁴ laʔ⁵² θi³³ lə³¹ kɔ³¹,x ɛ ⁴⁴ + l a ʔ ⁵² + θ i ³³ + l ə ³¹ + k ɔ ³¹,,nawsawu2016makyam,747,false,44 52 33 31 31,204,kl1,
2986,Khalai,imitate,xiɛ⁴⁴ laʔ⁵² θi³⁵  lə⁴⁴ kɔ²¹,x iɛ ⁴⁴ + l a ʔ ⁵² + θ i ³⁵ + + l ə ⁴⁴ + k ɔ ²¹,,nawsawu2016makyam,747,false,44 52 35  44 21,204,kl2,
2987,Santong,imitate,miʔ⁵² sam⁴⁴ laʔ⁵² kɔ⁴⁴,m i ʔ ⁵² + s a m ⁴⁴ + l a ʔ ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,747,false,52 44 52 44,204,st1,
2988,Santong,imitate,miʔ²¹ sam⁴⁴ laʔ²¹ kɔ⁴⁴,m i ʔ ²¹ + s a m ⁴⁴ + l a ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,747,false,21 44 21 44,204,st2,
2989,Khalai,admire,ʔa³¹ tiʔ³³ xɔk⁵² θi³¹,ʔ a ³¹ + t i ʔ ³³ + x ɔ k ⁵² + θ i ³¹,,nawsawu2016makyam,748,false,31 33 52 31,204,kl1,
2990,Khalai,admire,ʔə²¹ tiɛ³³ xɔk²¹ θi³¹ piʔ²¹,ʔ ə ²¹ + t iɛ ³³ + x ɔ k ²¹ + θ i ³¹ + p i ʔ ²¹,,nawsawu2016makyam,748,false,21 33 21 31 21,204,kl2,
2991,Santong,admire,tʰy³³ tʰiɛ⁴⁴ kɔ³¹,tʰ y ³³ + tʰ iɛ ⁴⁴ + k ɔ ³¹,,nawsawu2016makyam,748,false,33 44 31,204,st1,
2992,Santong,admire,tʰy³³ tʰia³³ kɔ²¹,tʰ y ³³ + tʰ ia ³³ + k ɔ ²¹,,nawsawu2016makyam,748,false,33 33 21,204,st2,
2993,Khalai,language,ɲy⁴⁴,ɲ y ⁴⁴,,nawsawu2016makyam,749,false,44,204,kl1,
2994,Khalai,language,ɲy⁴⁴,ɲ y ⁴⁴,,nawsawu2016makyam,749,false,44,204,kl2,
2995,Santong,language,ɲy⁴⁴ kə³³ θu³³,ɲ y ⁴⁴ + k ə ³³ + θ u ³³,,nawsawu2016makyam,749,false,44 33 33,204,st1,
2996,Santong,language,ɲy⁴⁴ kə²¹ θu³³,ɲ y ⁴⁴ + k ə ²¹ + θ u ³³,,nawsawu2016makyam,749,false,44 21 33,204,st2,
2997,Khalai,word,ɲy⁴⁴ tɔʔ³¹ tɔʔ³¹,ɲ y ⁴⁴ + t ɔ ʔ ³¹ + t ɔ ʔ ³¹,,nawsawu2016makyam,750,false,44 31 31,204,kl1,
2998,Khalai,word,ɲə⁴⁴ tɔʔ²¹ tɔʔ²¹,ɲ ə ⁴⁴ + t ɔ ʔ ²¹ + t ɔ ʔ ²¹,,nawsawu2016makyam,750,false,44 21 21,204,kl2,
2999,Santong,word,ɲy³³ ma³¹ θu²⁴ ma³¹,ɲ y ³³ + m a ³¹ + θ u ²⁴ + m a ³¹,,nawsawu2016makyam,750,false,33 31 24 31,204,st1,
3000,Santong,word,ɲy³³ ma²¹ θu⁴⁴ ma²¹,ɲ y ³³ + m a ²¹ + θ u ⁴⁴ + m a ²¹,,nawsawu2016makyam,750,false,33 21 44 21,204,st2,
3001,Khalai,meaning (n),hɔk⁵² hu⁴⁴ kɔ³¹,h ɔ k ⁵² + h u ⁴⁴ + k ɔ ³¹,,nawsawu2016makyam,751,false,52 44 31,204,kl1,
3002,Khalai,meaning (n),hɔk⁵² hu⁴⁴ kɔ²¹,h ɔ k ⁵² + h u ⁴⁴ + k ɔ ²¹,,nawsawu2016makyam,751,false,52 44 21,204,kl2,
3003,Santong,meaning (n),kə³³ ɲian²⁴,k ə ³³ + ɲ ia n ²⁴,,nawsawu2016makyam,751,false,33 24,204,st1,
3004,Santong,meaning (n),kə²¹ ɲian³³,k ə ²¹ + ɲ ia n ³³,,nawsawu2016makyam,751,false,21 33,204,st2,
3005,Khalai,say,tɔk³¹ kɔ⁴⁴,t ɔ k ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,752,false,31 44,204,kl1,
3006,Khalai,say,tɔk²¹ kɔ⁴⁴,t ɔ k ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,752,false,21 44,204,kl2,
3007,Santong,say,tɔʔ³¹ kɔ⁴⁴,t ɔ ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,752,false,31 44,204,st1,
3008,Santong,say,tɔʔ²¹ kɔ⁴⁴,t ɔ ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,752,false,21 44,204,st2,
3009,Khalai,scold,kuan³¹ kɔ⁴⁴,k ua n ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,753,false,31 44,204,kl1,
3010,Khalai,scold,kuan³³ kɔ⁴⁴,k ua n ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,753,false,33 44,204,kl2,
3011,Santong,scold,ŋa⁵² raʔ⁵²,ŋ a ⁵² + r a ʔ ⁵²,,nawsawu2016makyam,753,false,52 52,204,st1,
3012,Santong,scold,ŋa³³ raʔ³³ kɔ²¹,ŋ a ³³ + r a ʔ ³³ + k ɔ ²¹,,nawsawu2016makyam,753,false,33 33 21,204,st2,
3013,Khalai,voice,zek⁴⁴,z e k ⁴⁴,,nawsawu2016makyam,754,false,44,204,kl1,
3014,Khalai,voice,zek⁴⁴,z e k ⁴⁴,,nawsawu2016makyam,754,false,44,204,kl2,
3015,Santong,voice,reit⁵²,r ei t ⁵²,,nawsawu2016makyam,754,false,52,204,st1,
3016,Santong,voice,reʔ⁴²,r e ʔ ⁴²,,nawsawu2016makyam,754,false,42,204,st2,
3017,Khalai,whisper (v),kʰə³¹ muan⁴⁴ θit³¹ tɔk³¹ kɔ⁴⁴,kʰ ə ³¹ + m ua n ⁴⁴ + θ i t ³¹ + t ɔ k ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,755,false,31 44 31 31 44,204,kl1,
3018,Khalai,whisper (v),kʰə²¹ muan³⁵  θeʔ²¹ tɔk²¹ kɔ⁴⁴,kʰ ə ²¹ + m ua n ³⁵ + + θ e ʔ ²¹ + t ɔ k ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,755,false,21 35  21 21 44,204,kl2,
3019,Santong,whisper (v),kʰə⁴⁴ muan⁴⁴ θɛʔ³¹,kʰ ə ⁴⁴ + m ua n ⁴⁴ + θ ɛ ʔ ³¹,,nawsawu2016makyam,755,false,44 44 31,204,st1,
3020,Santong,whisper (v),kʰə²¹ muan⁴⁴ θɛʔ²¹,kʰ ə ²¹ + m ua n ⁴⁴ + θ ɛ ʔ ²¹,,nawsawu2016makyam,755,false,21 44 21,204,st2,
3021,Khalai,mumble,tʰap³¹ la⁴⁴ piʔ³¹ tɔʔ³³ piʔ³¹,tʰ a p ³¹ + l a ⁴⁴ + p i ʔ ³¹ + t ɔ ʔ ³³ + p i ʔ ³¹,,nawsawu2016makyam,756,false,31 44 31 33 31,204,kl1,
3022,Khalai,mumble,tʰap⁵² la⁴⁴ piʔ²¹ tɔʔ²¹ piʔ²¹,tʰ a p ⁵² + l a ⁴⁴ + p i ʔ ²¹ + t ɔ ʔ ²¹ + p i ʔ ²¹,,nawsawu2016makyam,756,false,52 44 21 21 21,204,kl2,
3023,Santong,mumble,tʰap⁵² lap⁵² pi⁴⁴,tʰ a p ⁵² + l a p ⁵² + p i ⁴⁴,,nawsawu2016makyam,756,false,52 52 44,204,st1,
3024,Santong,mumble,tʰap⁴⁴ lap⁴⁴ pi⁴⁴,tʰ a p ⁴⁴ + l a p ⁴⁴ + p i ⁴⁴,,nawsawu2016makyam,756,false,44 44 44,204,st2,
3025,Khalai,stutter,liɛ²⁴ tu³¹ piʔ³¹,l iɛ ²⁴ + t u ³¹ + p i ʔ ³¹,,nawsawu2016makyam,757,false,24 31 31,204,kl1,
3026,Khalai,stutter,liɛ³⁵  tu²¹ piʔ²¹,l iɛ ³⁵ + + t u ²¹ + p i ʔ ²¹,,nawsawu2016makyam,757,false,35  21 21,204,kl2,
3027,Santong,stutter,ɲy⁴⁴ tʰaŋ³³ kɔ³¹,ɲ y ⁴⁴ + tʰ a ŋ ³³ + k ɔ ³¹,,nawsawu2016makyam,757,false,44 33 31,204,st1,
3028,Santong,stutter,ɲy³⁵ tʰaŋ²¹ kɔ²¹,ɲ y ³⁵ + tʰ a ŋ ²¹ + k ɔ ²¹,,nawsawu2016makyam,757,false,35 21 21,204,st2,
3029,Khalai,(be) eloquent,ɲy⁴⁴ tɔʔ⁵² zaŋ³³ piʔ³¹,ɲ y ⁴⁴ + t ɔ ʔ ⁵² + z a ŋ ³³ + p i ʔ ³¹,,nawsawu2016makyam,758,false,44 52 33 31,204,kl1,
3030,Khalai,(be) eloquent,ɲyʔ⁵² tɔʔ⁴⁴ zaŋ³³ piʔ²¹,ɲ y ʔ ⁵² + t ɔ ʔ ⁴⁴ + z a ŋ ³³ + p i ʔ ²¹,,nawsawu2016makyam,758,false,52 44 33 21,204,kl2,
3031,Santong,(be) eloquent,ɲy³³ tʰap³¹,ɲ y ³³ + tʰ a p ³¹,,nawsawu2016makyam,758,false,33 31,204,st1,
3032,Santong,(be) eloquent,ɲy³³ tʰap²¹,ɲ y ³³ + tʰ a p ²¹,,nawsawu2016makyam,758,false,33 21,204,st2,
3033,Khalai,(be) silent,θap³³ la⁵² kə³¹ piʔ³¹,θ a p ³³ + l a ⁵² + k ə ³¹ + p i ʔ ³¹,,nawsawu2016makyam,759,false,33 52 31 31,205,kl1,
3034,Khalai,(be) silent,θap³³ la⁴⁴ kə²¹ piʔ²¹,θ a p ³³ + l a ⁴⁴ + k ə ²¹ + p i ʔ ²¹,,nawsawu2016makyam,759,false,33 44 21 21,205,kl2,
3035,Santong,(be) silent,ɣak⁵² ru⁴⁴ pi⁴⁴,ɣ a k ⁵² + r u ⁴⁴ + p i ⁴⁴,,nawsawu2016makyam,759,false,52 44 44,205,st1,
3036,Santong,(be) silent,ɣak⁴² ru²¹ pi⁴⁴,ɣ a k ⁴² + r u ²¹ + p i ⁴⁴,,nawsawu2016makyam,759,false,42 21 44,205,st2,
3037,Khalai,write (v),kə³¹ zet⁵² piʔ³¹,k ə ³¹ + z e t ⁵² + p i ʔ ³¹,,nawsawu2016makyam,760,false,31 52 31,205,kl1,
3038,Khalai,write (v),kə²¹ zet⁵² piʔ⁵²,k ə ²¹ + z e t ⁵² + p i ʔ ⁵²,,nawsawu2016makyam,760,false,21 52 52,205,kl2,
3039,Santong,write (v),jek⁵² kɔ⁴⁴,j e k ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,760,false,52 44,205,st1,
3040,Santong,write (v),jek⁴² kɔ⁴⁴,j e k ⁴² + k ɔ ⁴⁴,,nawsawu2016makyam,760,false,42 44,205,st2,
3041,Khalai,greet (v),kʰat⁵² pʰiʔ³¹ kɔ⁴⁴,kʰ a t ⁵² + pʰ i ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,761,false,52 31 44,205,kl1,
3042,Khalai,greet (v),kʰat⁵² pʰiʔ³³ kɔ⁴⁴,kʰ a t ⁵² + pʰ i ʔ ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,761,false,52 33 44,205,kl2,
3043,Santong,greet (v),kʰat⁵² pʰiʔ³¹ kɔ⁴⁴,kʰ a t ⁵² + pʰ i ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,761,false,52 31 44,205,st1,
3044,Santong,greet (v),kʰat⁴⁴ pʰiʔ²¹ kɔ⁴⁴,kʰ a t ⁴⁴ + pʰ i ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,761,false,44 21 44,205,st2,
3045,Khalai,call (someone),tʃu³³ kɔ⁴⁴,tʃ u ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,762,false,33 44,205,kl1,
3046,Khalai,call (someone),tʃu³³ kɔ⁴⁴,tʃ u ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,762,false,33 44,205,kl2,
3047,Santong,call (someone),tʃu³³ kɔ⁴⁴,tʃ u ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,762,false,33 44,205,st1,
3048,Santong,call (someone),tʃu³³ kɔ⁴⁴,tʃ u ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,762,false,33 44,205,st2,
3049,Khalai,"say goodbye, take leave of",kʰə³¹ veiŋ³³ mɛ³¹ ɲiʔ⁴²,kʰ ə ³¹ + v ei ŋ ³³ + m ɛ ³¹ + ɲ i ʔ ⁴²,,nawsawu2016makyam,763,false,31 33 31 42,205,kl1,
3050,Khalai,"say goodbye, take leave of",kʰə²¹ veiŋ³³ mɛ²¹ ɲiʔ⁵²,kʰ ə ²¹ + v ei ŋ ³³ + m ɛ ²¹ + ɲ i ʔ ⁵²,,nawsawu2016makyam,763,false,21 33 21 52,205,kl2,
3051,Santong,"say goodbye, take leave of",kʰɔʔ³¹ hu⁴⁴,kʰ ɔ ʔ ³¹ + h u ⁴⁴,,nawsawu2016makyam,763,false,31 44,205,st1,
3052,Santong,"say goodbye, take leave of",kʰɔ³³ hu⁴⁴,kʰ ɔ ³³ + h u ⁴⁴,,nawsawu2016makyam,763,false,33 44,205,st2,
3053,Khalai,announce,tɔʔ³¹ kɔ⁴⁴,t ɔ ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,764,false,31 44,205,kl1,
3054,Khalai,announce,tɔʔ²¹ kɔ⁴⁴,t ɔ ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,764,false,21 44,205,kl2,
3055,Santong,announce,tɔʔ³¹ tʃyʔ⁵² kɔ³¹,t ɔ ʔ ³¹ + tʃ y ʔ ⁵² + k ɔ ³¹,,nawsawu2016makyam,764,false,31 52 31,205,st1,
3056,Santong,announce,tɔʔ²¹ tʃyʔ⁴² kɔ³³,t ɔ ʔ ²¹ + tʃ y ʔ ⁴² + k ɔ ³³,,nawsawu2016makyam,764,false,21 42 33,205,st2,
3057,Khalai,announcement,kə³¹ ly⁴⁴ piʔ³¹ tɔʔ³¹ huan³³,k ə ³¹ + l y ⁴⁴ + p i ʔ ³¹ + t ɔ ʔ ³¹ + h ua n ³³,,nawsawu2016makyam,765,false,31 44 31 31 33,205,kl1,
3058,Khalai,announcement,kə²¹ lø⁴⁴ piʔ³³ tɔʔ²¹ huan³³,k ə ²¹ + l ø ⁴⁴ + p i ʔ ³³ + t ɔ ʔ ²¹ + h ua n ³³,,nawsawu2016makyam,765,false,21 ø44 33 21 33,205,kl2,
3059,Santong,announcement,tɔʔ³¹ tʃyʔ⁵² piʔ³¹,t ɔ ʔ ³¹ + tʃ y ʔ ⁵² + p i ʔ ³¹,,nawsawu2016makyam,765,false,31 52 31,205,st1,
3060,Santong,announcement,tɔʔ²¹ tʃyʔ⁴² piʔ²¹,t ɔ ʔ ²¹ + tʃ y ʔ ⁴² + p i ʔ ²¹,,nawsawu2016makyam,765,false,21 42 21,205,st2,
3061,Khalai,news,sə³¹ la³³,s ə ³¹ + l a ³³,,nawsawu2016makyam,766,false,31 33,205,kl1,
3062,Khalai,news,ʃə²¹ la⁴⁴,ʃ ə ²¹ + l a ⁴⁴,,nawsawu2016makyam,766,false,21 44,205,kl2,
3063,Santong,news,sə³³ la³³,s ə ³³ + l a ³³,,nawsawu2016makyam,766,false,33 33,205,st1,
3064,Santong,news,sa³³ la³³,s a ³³ + l a ³³,,nawsawu2016makyam,766,false,33 33,205,st2,
3065,Khalai,explain,tɔʔ³¹ tʃy⁵² kɔ³¹,t ɔ ʔ ³¹ + tʃ y ⁵² + k ɔ ³¹,,nawsawu2016makyam,767,false,31 52 31,205,kl1,
3066,Khalai,explain,tɔʔ²¹ tʃy⁵² kɔ⁴⁴,t ɔ ʔ ²¹ + tʃ y ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,767,false,21 52 44,205,kl2,
3067,Santong,explain,tɔʔ³¹ tʃyʔ⁵² kɔ³¹,t ɔ ʔ ³¹ + tʃ y ʔ ⁵² + k ɔ ³¹,,nawsawu2016makyam,767,false,31 52 31,205,st1,
3068,Santong,explain,tɔʔ²¹ tʃyʔ⁴² kɔ³³,t ɔ ʔ ²¹ + tʃ y ʔ ⁴² + k ɔ ³³,,nawsawu2016makyam,767,false,21 42 33,205,st2,
3069,Khalai,advise,jiɛk⁵² tɔʔ³¹ kɔ⁴⁴,j iɛ k ⁵² + t ɔ ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,768,false,52 31 44,205,kl1,
3070,Khalai,advise,jiak⁵² tɔʔ²¹ kɔ⁴⁴,j ia k ⁵² + t ɔ ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,768,false,52 21 44,205,kl2,
3071,Santong,advise,loŋ³³ tʃy⁵² kɔ⁴⁴,l o ŋ ³³ + tʃ y ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,768,false,33 52 44,205,st1,
3072,Santong,advise,loŋ³³ tʃy⁴² kɔ⁴⁴,l o ŋ ³³ + tʃ y ⁴² + k ɔ ⁴⁴,,nawsawu2016makyam,768,false,33 42 44,205,st2,
3073,Khalai,gossip (v),lə³¹ tu⁴⁴ tɔʔ³¹ kɔ⁴⁴,l ə ³¹ + t u ⁴⁴ + t ɔ ʔ ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,769,false,31 44 31 44,205,kl1,
3074,Khalai,gossip (v),lə²¹ tu⁴⁴ tɔʔ²¹ kɔ⁴⁴,l ə ²¹ + t u ⁴⁴ + t ɔ ʔ ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,769,false,21 44 21 44,205,kl2,
3075,Santong,gossip (v),ɲan³³ θu⁴⁴ tʰan²⁴ ta³³,ɲ a n ³³ + θ u ⁴⁴ + tʰ a n ²⁴ + t a ³³,,nawsawu2016makyam,769,false,33 44 24 33,205,st1,
3076,Santong,gossip (v),ɲan³³ θu⁴⁴ tʰan⁴⁴ ta³³,ɲ a n ³³ + θ u ⁴⁴ + tʰ a n ⁴⁴ + t a ³³,,nawsawu2016makyam,769,false,33 44 44 33,205,st2,
3077,Khalai,"ask, request",θaŋ³³ kɔ³¹,θ a ŋ ³³ + k ɔ ³¹,,nawsawu2016makyam,770,false,33 31,205,kl1,
3078,Khalai,"ask, request",θaŋ³³ kɔ²¹,θ a ŋ ³³ + k ɔ ²¹,,nawsawu2016makyam,770,false,33 21,205,kl2,
3079,Santong,"ask, request",θaŋ²⁴ kɔ³¹,θ a ŋ ²⁴ + k ɔ ³¹,,nawsawu2016makyam,770,false,24 31,205,st1,
3080,Santong,"ask, request",θaŋ³³ kɔ²¹,θ a ŋ ³³ + k ɔ ²¹,,nawsawu2016makyam,770,false,33 21,205,st2,
3081,Khalai,thank,loŋ³³ tʃa³³ kɔ³¹,l o ŋ ³³ + tʃ a ³³ + k ɔ ³¹,,nawsawu2016makyam,771,false,33 33 31,205,kl1,
3082,Khalai,thank,loŋ³³ tʃa³³ kɔ²¹,l o ŋ ³³ + tʃ a ³³ + k ɔ ²¹,,nawsawu2016makyam,771,false,33 33 21,205,kl2,
3083,Santong,thank,loŋ³³ tʃa³³ kɔ³¹,l o ŋ ³³ + tʃ a ³³ + k ɔ ³¹,,nawsawu2016makyam,771,false,33 33 31,205,st1,
3084,Santong,thank,loŋ³³ tʃa³³ kɔ²¹,l o ŋ ³³ + tʃ a ³³ + k ɔ ²¹,,nawsawu2016makyam,771,false,33 33 21,205,st2,
3085,Khalai,promise (n),muat⁵² tʃyʔ⁵² kɔ⁴⁴,m ua t ⁵² + tʃ y ʔ ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,772,false,52 52 44,205,kl1,
3086,Khalai,promise (n),muat⁵² tʃyʔ⁵² kɔ⁴⁴,m ua t ⁵² + tʃ y ʔ ⁵² + k ɔ ⁴⁴,,nawsawu2016makyam,772,false,52 52 44,205,kl2,
3087,Santong,promise (n),ɲy⁴⁴ tyʔ³¹ tʃyʔ³¹ kɔ³³,ɲ y ⁴⁴ + t y ʔ ³¹ + tʃ y ʔ ³¹ + k ɔ ³³,,nawsawu2016makyam,772,false,44 31 31 33,205,st1,
3088,Santong,promise (n),ɲy⁴⁴ tyʔ²¹ tʃyʔ²¹ kɔ³³,ɲ y ⁴⁴ + t y ʔ ²¹ + tʃ y ʔ ²¹ + k ɔ ³³,,nawsawu2016makyam,772,false,44 21 21 33,205,st2,
3089,Khalai,oath,kə⁴⁴ tʃaʔ³¹,k ə ⁴⁴ + tʃ a ʔ ³¹,,nawsawu2016makyam,773,false,44 31,205,kl1,
3090,Khalai,oath,kə⁴⁴ tʃaʔ²¹,k ə ⁴⁴ + tʃ a ʔ ²¹,,nawsawu2016makyam,773,false,44 21,205,kl2,
3091,Santong,oath,ɲy⁵² tʃyʔ³¹,ɲ y ⁵² + tʃ y ʔ ³¹,,nawsawu2016makyam,773,false,52 31,205,st1,
3092,Santong,oath,ɲy³³ tyʔ²¹,ɲ y ³³ + t y ʔ ²¹,,nawsawu2016makyam,773,false,33 21,205,st2,
3093,Khalai,swear,kʰuan³³ kɔ³¹,kʰ ua n ³³ + k ɔ ³¹,,nawsawu2016makyam,774,false,33 31,206,kl1,
3094,Khalai,swear,kʰuan³³ kɔ³³,kʰ ua n ³³ + k ɔ ³³,,nawsawu2016makyam,774,false,33 33,206,kl2,
3095,Santong,swear,kʰuan³³ kɔ³³,kʰ ua n ³³ + k ɔ ³³,,nawsawu2016makyam,774,false,33 33,206,st1,
3096,Santong,swear,kʰuan³⁵ kɔ³³,kʰ ua n ³⁵ + k ɔ ³³,,nawsawu2016makyam,774,false,35 33,206,st2,
3097,Khalai,insult (v),ʃy³³ θi³¹ kɔ⁴⁴,ʃ y ³³ + θ i ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,775,false,33 31 44,206,kl1,
3098,Khalai,insult (v),ʃy³³ θi²¹ kɔ⁴⁴,ʃ y ³³ + θ i ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,775,false,33 21 44,206,kl2,
3099,Santong,insult (v),vam³³ tʃaʔ³¹ kɔ³³,v a m ³³ + tʃ a ʔ ³¹ + k ɔ ³³,,nawsawu2016makyam,775,false,33 31 33,206,st1,
3100,Santong,insult (v),vam³³ tʃaʔ²¹ kɔ³³,v a m ³³ + tʃ a ʔ ²¹ + k ɔ ³³,,nawsawu2016makyam,775,false,33 21 33,206,st2,
3101,Khalai,insult (n),ʃy³³ θi³¹ piʔ⁵² ta³³,ʃ y ³³ + θ i ³¹ + p i ʔ ⁵² + t a ³³,,nawsawu2016makyam,776,false,33 31 52 33,206,kl1,
3102,Khalai,insult (n),ʃy³³ θi²¹ piʔ⁵² θa³³,ʃ y ³³ + θ i ²¹ + p i ʔ ⁵² + θ a ³³,,nawsawu2016makyam,776,false,33 21 52 33,206,kl2,
3103,Santong,insult (n),vam³³ tʃaʔ³¹ riʔ³³ tʃi³³,v a m ³³ + tʃ a ʔ ³¹ + r i ʔ ³³ + tʃ i ³³,,nawsawu2016makyam,776,false,33 31 33 33,206,st1,
3104,Santong,insult (n),vam³³ tʃaʔ²¹ riʔ²¹ tʃi³³,v a m ³³ + tʃ a ʔ ²¹ + r i ʔ ²¹ + tʃ i ³³,,nawsawu2016makyam,776,false,33 21 21 33,206,st2,
3105,Khalai,slander (v),ŋa³³ ŋa⁴⁴ tɔʔ⁵² piʔ³¹,ŋ a ³³ + ŋ a ⁴⁴ + t ɔ ʔ ⁵² + p i ʔ ³¹,,nawsawu2016makyam,777,false,33 44 52 31,206,kl1,
3106,Khalai,slander (v),ŋa³³ ŋa⁴⁴ tɔʔ⁵² piʔ²¹,ŋ a ³³ + ŋ a ⁴⁴ + t ɔ ʔ ⁵² + p i ʔ ²¹,,nawsawu2016makyam,777,false,33 44 52 21,206,kl2,
3107,Santong,slander (v),mə³¹ tʰa⁴⁴ mə³¹ sat³¹ kuan³³ piʔ³¹,m ə ³¹ + tʰ a ⁴⁴ + m ə ³¹ + s a t ³¹ + k ua n ³³ + p i ʔ ³¹,,nawsawu2016makyam,777,false,31 44 31 31 33 31,206,st1,
3108,Santong,slander (v),mə²¹ tʰa⁴⁴ mə²¹ sat⁴² kuan²¹ piʔ²¹,m ə ²¹ + tʰ a ⁴⁴ + m ə ²¹ + s a t ⁴² + k ua n ²¹ + p i ʔ ²¹,,nawsawu2016makyam,777,false,21 44 21 42 21 21,206,st2,
3109,Khalai,threaten,laʔ⁵² kʰə³¹ vi⁴⁴ kɔ³¹,l a ʔ ⁵² + kʰ ə ³¹ + v i ⁴⁴ + k ɔ ³¹,,nawsawu2016makyam,778,false,52 31 44 31,206,kl1,
3110,Khalai,threaten,laʔ⁵² kʰə²¹ vi³³ kɔ²¹,l a ʔ ⁵² + kʰ ə ²¹ + v i ³³ + k ɔ ²¹,,nawsawu2016makyam,778,false,52 21 33 21,206,kl2,
3111,Santong,threaten,laʔ⁵² kʰə³¹ vi⁴⁴ kɔ³¹,l a ʔ ⁵² + kʰ ə ³¹ + v i ⁴⁴ + k ɔ ³¹,,nawsawu2016makyam,778,false,52 31 44 31,206,st1,
3112,Santong,threaten,laʔ⁴² kʰə²¹ vi⁴⁴ kɔ²¹,l a ʔ ⁴² + kʰ ə ²¹ + v i ⁴⁴ + k ɔ ²¹,,nawsawu2016makyam,778,false,42 21 44 21,206,st2,
3113,Khalai,argue,ʃy³³ θi³¹ kɔ⁴⁴,ʃ y ³³ + θ i ³¹ + k ɔ ⁴⁴,,nawsawu2016makyam,779,false,33 31 44,206,kl1,
3114,Khalai,argue,ʃy³³ θi²¹ kɔ⁴⁴,ʃ y ³³ + θ i ²¹ + k ɔ ⁴⁴,,nawsawu2016makyam,779,false,33 21 44,206,kl2,
3115,Santong,argue,ʃy³³ θi³¹ kɔ³¹,ʃ y ³³ + θ i ³¹ + k ɔ ³¹,,nawsawu2016makyam,779,false,33 31 31,206,st1,
3116,Santong,argue,ʃy³⁵ θi³³ kɔ⁴⁴,ʃ y ³⁵ + θ i ³³ + k ɔ ⁴⁴,,nawsawu2016makyam,779,false,35 33 44,206,st2,
3117,Khalai,argument,ʃy³³ θi³¹ kʰap⁵² θi³³,ʃ y ³³ + θ i ³¹ + kʰ a p ⁵² + θ i ³³,,nawsawu2016makyam,780,false,33 31 52 33,206,kl1,
3118,Khalai,argument,ʃy³³ θi²¹ kʰap⁵² θi³³,ʃ y ³³ + θ i ²¹ + kʰ a p ⁵² + θ i ³³,,nawsawu2016makyam,780,false,33 21 52 33,206,kl2,
3119,Santong,argument,ʃy³³ θi³¹ kʰap⁵² θi³³,ʃ y ³³ + θ i ³¹ + kʰ a p ⁵² + θ i ³³,,nawsawu2016makyam,780,false,33 31 52 33,206,st1,
